,Year,County,Females (Age 0-11),Females (Age 12-17),Females (Age 18-39),Females (Age >40),Total Female,Males (Age 0-11),Males (Age 12-17),Males (Age 18-39),Males (Age >40),Total Male,SRS_AG_ASSLT,SRS_ARSON,SRS_BURGLARY,SRS_MURDER,SRS_MVT,SRS_RAPE,SRS_ROBBERY,SRS_THEFT,SRS_TOTAL,NIB_ARSON,NIB_ASSAULT,NIB_BRIBERY,NIB_BURGLARY,NIB_DESTPROP,NIB_DRUGVIOL,NIB_EXTORTION,NIB_FORGERY,NIB_FSEX,NIB_GAMBVIOL,NIB_HTRFFCKNG,NIB_KIDNAP,NIB_MNSLGHTR,NIB_MURDER,NIB_NFSEX,NIB_PORN,NIB_PROPTOT,NIB_PROST,NIB_PRSNTOT,NIB_ROBBERY,NIB_SCTYTOT,NIB_THEFT,NIB_TOTAL,NIB_VIOLNCO,NIB_WEAPVIOL,ARR_AG_ASSLT,ARR_ARSON,ARR_BURGLARY,ARR_DRUG_CR,ARR_MURDER,ARR_MVT,ARR_OTHCRIME,ARR_RAPE,ARR_ROBBERY,ARR_THEFT,ARR_TOTAL,ARN_ARSON,ARN_ASSAULT,ARN_BRIBERY,ARN_BURGLARY,ARN_DESTPROP,ARN_DRUGVIOL,ARN_EXTORTION,ARN_FORGERY,ARN_FSEX,ARN_GAMBVIOL,ARN_GROUP_B,ARN_HTRFFCKNG,ARN_KIDNAP,ARN_MNSLGHTR,ARN_MURDER,ARN_NFSEX,ARN_PORN,ARN_PROST,ARN_ROBBERY,ARN_THEFT,ARN_TOTAL,ARN_VIOLNCO,ARN_WEAPVIOL,SCF_ASSAULT,SCF_DRUG_CR,SCF_HOMICIDE,SCF_MVT,SCF_OTHFELON,SCF_PROPCR,SCF_ROBBERY,SCF_SEXCR,SCF_TOTAL,JDP_OTHRADP,JDP_POST_ADP,JDP_PRE_ADP,JDP_CAPACITY,JDP_TOTALADP,JST_ASSAULT,JST_BURGLARY,JST_DRUG_CR,JST_MNSLGHTR,JST_MURDER,JST_OTHCRIME,JST_OTHPROPCR,JST_ROBBERY,JST_SEXCR,JST_TOTAL,JST_UNKNOWN,AJS_ASSAULT,AJS_AVG_SENT,AJS_BURGLARY,AJS_DRUG_CR,AJS_MNSLGHTR,AJS_MURDER,AJS_OTHCRIME,AJS_OTHPROPCR,AJS_ROBBERY,AJS_SEXCR,AJS_UNKNOWN,PDP_NEW_ADM,PDP_OTHER,PDP_PAROLE_V,PDP_READM,PDP_TOTAL,PST_ASSAULT,PST_BURGLARY,PST_DRUG_CR,PST_MNSLGHTR,PST_MURDER,PST_OTHCRIME,PST_OTHPROPCR,PST_ROBBERY,PST_SEXCR,PST_TOTAL,PST_UNKNOWN,APS_ASSAULT,APS_AVG_SENT,APS_BURGLARY,APS_DRUG_CR,APS_MNSLGHTR,APS_MURDER,APS_OTHCRIME,APS_OTHPROPCR,APS_ROBBERY,APS_SEXCR,APS_UNKNOWN,JRR_AG_ASSLT,JRR_ARSON,JRR_BURGLARY,JRR_DRUG_CR,JRR_MURDER,JRR_MVT,JRR_OTHFELCRIME,JRR_RAPE,JRR_ROBBERY,JRR_THEFT,JRR_TOTAL,JRN_ARSON,JRN_ASSAULT,JRN_BURGLARY,JRN_DESTPROP,JRN_DRUGVIOL,JRN_EXTORTION,JRN_FORGERY,JRN_FSEX,JRN_GROUP_B,JRN_KIDNAP,JRN_MNSLGHTR,JRN_MURDER,JRN_NFSEX,JRN_PORN,JRN_PROST,JRN_ROBBERY,JRN_THEFT,JRN_TOTAL,JRN_VIOLNCO,JRN_WEAPVIOL,JAD_DOC_ADM,JAD_NEW_ADM,JAD_READM,JAD_PAROLE_R,JAD_TOTAL,JUV_ASSAULT,JUV_BURGLARY,JUV_DRUG_CR,JUV_G_MSDMNR,JUV_MNSLGHTR,JUV_MSDMNR,JUV_MURDER,JUV_OTHFELCRIME,JUV_OTHPROPCR,JUV_ROBBERY,JUV_SEXCR,JUV_TOTAL,MIN_ASSAULT,MIN_AVG_MIN_DISP,MIN_BURGLARY,MIN_DRUG_CR,MIN_G_MSDMNR,MIN_MNSLGHTR,MIN_MSDMNR,MIN_MURDER,MIN_OTHFELCRIME,MIN_OTHPROPCR,MIN_ROBBERY,MIN_SEXCR,MAX_ASSAULT,MAX_AVG_MAX_DISP,MAX_BURGLARY,MAX_DRUG_CR,MAX_G_MSDMNR,MAX_MNSLGHTR,MAX_MSDMNR,MAX_MURDER,MAX_OTHFELCRIME,MAX_OTHPROPCR,MAX_ROBBERY,MAX_SEXCR,Total Population
271,2015,FERRY,400,251,737,2304,3692,493,274,902,2350,4018,0,0,0,0,0,0,0,0,0,0,51,0,15,6,4,0,2,2,0,0,0,0,0,0,0,44,0,59,2,5,19,108,6,1,0,0,0,0,0,0,0,0,0,0,0,0,26,0,5,1,3,0,1,1,0,31,0,0,0,0,0,0,0,1,2,76,4,1,11,9,0,0.0,10,17,1,11,59,-99.0,-99.0,-99.0,45,26.36,2,0,7,0,0,4,3,0,1,17,0,2.0,3.3,0.0,2.9,0.0,0.0,3.3,2.0,0.0,12.0,0.0,6,0,138,3,9,1,0,5,0,0,0,2,0,0,8,0,108.0,33.6,0.0,22.0,0.0,0.0,0.0,25.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,2,2,0,1,10,0,3,0,0,0,0,0,16,172.5,57.8,0.0,30.0,50.5,0,15.0,0.0,0.0,0.0,0.0,0.0,172.5,57.8,0.0,30.0,50.5,0.0,15.0,0.0,0.0,0.0,0.0,0.0,7710
272,2016,FERRY,403,247,737,2299,3686,481,275,900,2358,4014,0,0,0,0,0,0,0,0,0,1,11,0,5,0,0,0,0,4,0,0,0,0,0,0,0,10,0,15,0,0,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7,0,0,11,8,0,2.0,11,7,0,7,46,-99.0,-99.0,-99.0,45,29.82,5,1,6,0,0,2,5,1,0,20,0,6.8,4.4,2.0,1.9,0.0,0.0,5.0,4.8,6.0,0.0,0.0,1,0,76,3,4,2,1,1,0,0,1,1,0,1,7,0,15.5,27.6,68.0,16.0,0.0,0.0,22.0,44.0,0.0,12.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,5,0.0,14.0,0.0,0.0,0.0,0,10.0,0.0,0.0,20.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,20.0,0.0,0.0,7700
295,2012,FRANKLIN,9511,4081,13065,13261,39919,9930,4299,14410,13945,42581,0,0,0,0,0,0,0,0,0,11,892,0,520,800,546,2,56,132,0,0,30,0,1,3,5,3245,9,1308,46,666,1810,5219,250,106,74,0,50,166,1,4,1281,4,18,123,1721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,121,3,8.0,68,121,16,40,493,-99.0,-99.0,-99.0,156,183.0,68,8,67,0,0,42,51,4,3,243,0,3.9,3.0,3.3,2.1,0.0,0.0,2.7,2.8,4.5,6.7,0.0,59,0,44,57,116,49,9,32,1,4,17,15,5,9,144,3,35.4,39.1,31.1,17.9,90.0,358.6,23.4,21.9,60.6,43.3,34.7,11,0,29,64,0,10,236,0,4,35,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,2,9,9,3,2,119,0,74,0,3,54,0,0,264,37.85714286,18.5,43.0,10.0,9.266666667,0,7.6363636360000005,0.0,15.0,49.5,0.0,0.0,47.85714286,23.4,92.0,10.0,9.266666667,0.0,7.6363636360000005,0.0,15.0,69.33333333,0.0,0.0,82500
296,2013,FRANKLIN,9691,4227,13367,13823,41110,10074,4491,14658,14467,43690,0,0,0,0,0,0,0,0,0,23,941,0,446,809,326,7,51,115,0,0,34,1,2,1,4,3131,4,1332,31,416,1764,4879,238,82,0,0,0,0,0,0,0,0,0,0,0,2,517,0,32,99,184,2,17,11,0,1043,0,20,0,0,5,0,0,12,344,2452,142,22,100,130,1,10.0,56,102,9,32,440,-99.0,-99.0,-99.0,156,170.0,50,11,62,0,0,28,54,3,3,212,1,4.1,2.9,4.0,1.7,0.0,0.0,2.7,2.6,5.0,8.6,0.7,58,0,33,48,106,49,7,31,0,0,6,22,6,14,137,2,40.6,33.6,21.6,18.5,0.0,0.0,19.0,23.7,50.7,61.5,46.5,0,0,0,0,0,0,0,0,0,0,0,1,84,26,28,61,0,0,5,83,4,0,0,3,1,0,0,55,361,6,4,1,7,2,3,10,11,0,2,88,0,54,0,2,31,3,0,191,104.0,29.5,0.0,5.0,14.0,0,4.222222222,0.0,60.0,88.76923077,48.33333333,0.0,145.0,39.6,0.0,5.0,16.69230769,0.0,4.222222222,0.0,133.5,119.42857140000001,97.33333333,0.0,84800
297,2014,FRANKLIN,9831,4378,13498,14349,42057,10302,4507,14752,14983,44543,0,0,0,0,0,0,0,0,0,23,918,1,352,672,399,2,37,109,1,0,29,0,5,5,4,2735,5,1287,33,487,1615,4509,221,78,0,0,0,0,0,0,0,0,0,0,0,6,506,0,48,81,255,1,18,13,0,999,0,19,0,4,6,0,4,15,291,2427,139,22,109,201,5,11.0,73,90,12,37,538,-99.0,-99.0,-99.0,156,192.0,34,6,99,0,0,32,65,1,4,241,0,4.1,2.8,2.6,2.2,0.0,0.0,2.2,2.9,6.0,6.3,0.0,46,0,50,65,111,37,5,34,0,1,14,29,4,7,131,0,35.3,34.8,43.7,25.9,0.0,360.0,35.5,21.0,57.9,65.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,69,11,21,68,0,2,3,72,0,0,0,1,0,0,6,91,356,4,8,0,2,2,0,4,7,0,4,58,0,26,0,0,19,0,4,118,31.2,32.7,0.0,31.75,37.54545455,0,4.714285714,0.0,0.0,61.27272727,0.0,12.0,60.6,44.9,0.0,68.5,47.09090909,0.0,4.714285714,0.0,0.0,89.27272727,0.0,12.0,86600
298,2015,FRANKLIN,9743,4458,13422,14686,42309,10195,4564,14689,15394,44841,0,0,0,0,0,0,0,0,0,37,909,0,370,715,440,2,49,124,0,0,27,0,5,4,4,2819,12,1315,40,538,1606,4672,246,82,0,0,0,0,0,0,0,0,0,0,0,2,488,0,45,101,281,0,22,13,0,1062,0,16,0,5,5,1,5,13,334,2581,159,29,97,167,10,14.0,72,96,9,36,501,-99.0,-99.0,-99.0,230,190.0,56,9,98,0,0,20,51,3,12,249,0,3.5,3.1,3.3,2.8,0.0,0.0,2.5,2.7,5.3,5.3,0.0,50,2,160,58,110,35,8,41,1,2,9,26,5,7,134,0,49.5,35.6,26.0,23.7,102.0,216.0,22.4,23.4,37.4,47.6,0.0,0,0,0,0,0,0,0,0,0,0,0,3,61,15,27,58,1,0,3,71,3,0,2,0,0,0,1,63,318,4,6,0,5,1,1,6,8,1,2,74,0,41,0,3,16,2,3,150,112.57142859999999,29.6,10.0,2.5,8.1,0,31.4,0.0,10.0,32.0,462.0,57.5,138.5714286,39.4,10.0,2.5,8.1,0.0,39.8,0.0,10.0,61.4,577.5,131.0,87150
299,2016,FRANKLIN,9871,4587,13295,15249,43002,10354,4665,14623,16026,45668,0,0,0,0,0,0,0,0,0,25,853,0,380,809,503,2,68,113,0,0,6,0,2,11,8,3118,8,1207,37,608,1797,4933,222,89,0,0,0,0,0,0,0,0,0,0,0,2,478,0,64,122,317,0,10,18,0,942,0,5,0,0,12,0,18,14,315,2485,153,15,96,186,0,9.0,84,129,11,44,559,-99.0,-99.0,-99.0,230,188.0,40,14,79,0,0,30,46,3,2,214,0,4.1,3.1,3.7,2.6,0.0,0.0,2.7,3.0,6.0,7.5,0.0,46,5,508,68,119,43,4,34,2,0,12,20,4,7,126,0,31.1,28.2,15.3,19.1,96.0,0.0,28.8,19.6,37.9,60.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,83,10,31,80,0,1,3,80,1,0,0,2,0,0,3,82,381,3,2,0,0,0,1,0,10,1,2,59,0,33,0,7,23,3,0,138,8.2,15.3,8.0,11.0,25.27272727,0,3.875,0.0,8.2,12.11111111,13.33333333,0.0,8.2,18.0,8.0,11.0,31.63636364,0.0,3.875,0.0,8.2,12.11111111,13.33333333,0.0,88670
321,2014,GARFIELD,140,82,198,718,1138,111,96,229,666,1102,0,0,0,0,0,0,0,0,0,0,43,0,9,16,13,0,3,2,0,0,0,0,0,0,0,58,0,47,0,19,30,124,2,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,2,7,0,0,1,0,173,0,0,0,0,0,0,0,0,1,199,0,4,0,12,0,0.0,5,2,0,1,20,-99.0,-99.0,-99.0,16,10.0,3,0,3,0,0,2,2,0,0,10,0,4.3,3.1,0.0,3.2,0.0,0.0,3.0,1.5,0.0,0.0,0.0,1,0,9,6,7,2,0,1,0,0,2,3,0,0,8,0,101.0,45.8,0.0,60.0,0.0,0.0,24.9,18.1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2240
322,2015,GARFIELD,146,84,193,730,1154,111,94,224,677,1106,0,0,0,0,0,0,0,0,0,1,50,0,9,21,18,0,1,12,0,0,0,0,0,2,0,72,0,82,0,29,40,183,18,11,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,1,6,0,0,1,0,94,0,0,0,0,0,0,0,0,5,126,1,3,4,2,0,0.0,4,5,0,1,16,-99.0,-99.0,-99.0,16,6.5,2,0,4,0,0,0,1,0,0,7,0,2.0,3.3,0.0,4.3,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4,0,22,1,5,0,0,2,0,0,0,1,0,1,4,0,0.0,15.9,0.0,18.0,0.0,0.0,0.0,12.8,0.0,15.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,5,0.0,184.8,0.0,0.0,308.0,0,0.0,0.0,308.0,0.0,0.0,0.0,0.0,184.8,0.0,0.0,308.0,0.0,0.0,0.0,308.0,0.0,0.0,0.0,2260
323,2016,GARFIELD,158,79,155,742,1134,111,92,174,689,1066,0,0,0,0,0,0,0,0,0,1,33,0,31,22,19,0,0,8,0,0,1,0,0,0,0,88,0,53,0,26,34,167,11,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,11,0,0,0,0,99,0,1,0,0,0,0,0,0,5,130,3,1,4,8,0,1.0,2,4,0,0,19,-99.0,-99.0,-99.0,16,8.6,3,0,3,0,0,0,1,0,1,8,0,4.3,2.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1,1,22,3,5,1,0,1,0,0,1,2,0,0,5,0,12.0,37.0,0.0,26.0,0.0,0.0,12.0,67.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,5,8,0.0,89.4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,89.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,2200
346,2012,GRANT,9179,4213,12785,18485,44662,9384,4481,14062,18412,46338,0,0,0,0,0,0,0,0,0,24,1174,1,910,1221,513,2,59,93,0,0,22,0,5,6,3,5288,0,1531,49,599,3022,7418,231,83,62,3,101,209,3,9,1381,13,24,326,2131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,189,11,8.0,104,213,31,16,656,-99.0,-99.0,-99.0,185,186.0,38,26,80,0,0,22,74,5,5,250,0,3.5,2.6,2.7,1.4,0.0,0.0,2.6,2.7,7.6,7.4,0.0,68,2,241,64,134,29,7,16,3,0,7,36,9,3,111,1,65.6,40.9,25.0,28.8,53.0,0.0,17.3,24.5,63.1,74.0,50.0,5,3,23,46,0,13,159,0,2,72,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,1,4,15,7,7,1,145,0,82,2,1,22,0,4,271,50.0,36.7,30.5,0.0,24.84210526,0,8.857142857000001,1522.5,0.0,53.7,0.0,205.33333330000002,64.0,45.8,67.25,0.0,36.26315789,0.0,8.857142857000001,1522.5,0.0,69.1,0.0,233.33333330000002,91000
347,2013,GRANT,9308,4291,12732,18743,45072,9416,4504,14147,18662,46728,0,0,0,0,0,0,0,0,0,20,1151,0,1029,1114,333,4,86,82,0,0,21,0,2,3,5,5615,0,1470,44,430,3318,7515,211,92,0,0,0,0,0,0,0,0,0,0,0,6,604,1,148,83,181,2,25,25,0,1268,0,12,0,3,1,0,0,33,546,3086,114,34,122,184,8,18.0,132,263,20,29,776,-99.0,-99.0,-99.0,185,199.0,57,22,79,0,0,33,69,0,2,265,3,4.3,2.8,3.9,2.0,0.0,0.0,2.3,2.0,0.0,9.0,4.9,69,1,378,61,131,30,18,18,1,3,5,24,5,13,117,0,32.8,38.5,17.7,19.7,144.0,213.3,45.0,25.5,59.0,72.0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,69,32,31,37,0,0,3,61,4,0,2,0,0,0,3,101,351,0,6,2,13,3,2,18,5,10,3,107,0,47,0,4,34,2,7,219,174.2,49.9,62.42857143,7.0,9.6,0,8.142857142999999,0.0,399.0,114.13333329999999,542.5,206.71428569999998,240.0,64.3,96.42857143,7.0,9.6,0.0,8.142857142999999,0.0,448.0,158.76470590000002,679.0,276.7142857,91800
348,2014,GRANT,9414,4328,12807,19091,45639,9496,4516,14241,19007,47261,0,0,0,0,0,0,0,0,0,25,1247,0,880,1059,439,0,82,66,0,0,37,0,3,10,4,5130,0,1564,42,522,3042,7216,201,79,0,0,0,0,0,0,0,0,0,0,0,4,582,0,136,83,167,0,21,25,0,1066,0,30,0,1,2,2,0,28,556,2839,103,33,127,159,4,26.0,116,287,38,32,789,-99.0,-99.0,-99.0,185,211.0,43,31,54,0,0,32,103,1,2,266,0,3.4,2.4,2.8,1.8,0.0,0.0,3.0,1.8,4.0,5.0,0.0,76,1,398,59,136,31,20,20,1,2,9,27,7,9,126,0,42.7,42.7,24.6,22.6,220.0,211.5,33.1,25.1,65.6,115.6,0.0,0,0,0,0,0,0,0,0,0,0,0,1,78,17,25,43,0,1,3,91,1,0,1,2,7,0,0,90,371,1,10,2,9,3,0,14,5,4,4,91,0,42,1,5,13,2,4,171,154.2,24.3,11.25,3.666666667,9.8,0,6.428571429,721.0,24.0,23.4,234.5,138.33333330000002,190.6,31.3,11.25,3.666666667,9.875,0.0,6.428571429,903.0,24.0,52.8,353.5,187.33333330000002,92900
349,2015,GRANT,9418,4391,12875,19432,46115,9477,4574,14292,19471,47815,0,0,0,0,0,0,0,0,0,26,1149,1,938,1097,420,2,54,67,0,0,26,0,4,6,1,5271,1,1476,45,487,3108,7234,224,65,0,0,0,0,0,0,0,0,0,0,0,3,530,0,141,88,166,0,14,24,0,1044,0,21,0,7,1,1,2,37,462,2696,121,34,100,232,7,27.0,127,240,27,39,799,-99.0,-99.0,-99.0,185,177.0,65,36,75,0,0,33,108,0,2,319,0,3.7,2.6,3.0,1.8,0.0,0.0,2.8,2.2,0.0,10.5,0.0,104,2,390,75,181,36,17,21,0,1,25,24,13,16,153,0,61.4,42.6,39.2,32.1,0.0,228.0,26.4,21.7,58.9,49.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,86,38,15,40,0,0,3,90,0,0,0,0,0,0,3,105,386,1,5,0,16,1,0,17,8,16,4,131,0,57,0,1,25,1,7,250,106.8571429,24.9,51.90909091,11.75,11.27777778,0,7.555555556,0.0,4.0,45.07692308,105.0,191.8,123.8571429,30.1,73.54545455,11.75,11.27777778,0.0,7.555555556,0.0,4.0,63.38461538,252.0,224.0,93930
350,2016,GRANT,9456,4461,12748,19705,46369,9490,4631,14274,19845,48241,0,0,0,0,0,0,0,0,0,12,1202,0,935,962,486,1,70,53,0,0,31,1,3,5,4,5062,1,1524,33,569,3049,7155,229,78,0,0,0,0,0,0,0,0,0,0,0,1,555,0,158,88,209,0,20,24,0,921,0,16,0,1,0,0,0,13,398,2546,111,31,124,194,4,32.0,112,240,11,19,736,-99.0,-99.0,-99.0,185,188.0,35,12,108,0,0,32,80,0,1,268,0,4.0,2.2,3.9,1.6,0.0,0.0,2.2,1.8,0.0,2.0,0.0,72,3,677,79,154,27,14,25,1,0,14,33,2,8,124,0,41.3,34.0,33.8,18.4,304.0,0.0,23.2,25.2,28.0,81.6,0.0,0,0,0,0,0,0,0,0,0,0,0,4,85,12,14,33,0,0,2,54,0,0,0,0,1,0,2,87,300,1,5,0,6,1,3,7,11,4,1,105,0,46,0,2,39,0,2,210,155.375,22.1,10.25,0.0,13.875,0,6.571428571,0.0,9.5,27.64705882,0.0,15.0,207.875,24.7,10.25,0.0,13.875,0.0,6.571428571,0.0,9.5,26.75,0.0,15.0,94610
373,2012,GRAYS HARBOR,5023,2556,8716,19309,35602,5079,2700,10587,19183,37548,0,0,0,0,0,0,0,0,0,8,535,0,436,314,527,0,43,91,0,0,6,0,2,4,5,2164,23,806,28,619,1335,3589,168,64,30,0,84,228,1,14,2218,7,22,364,2968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,137,5,5.0,55,166,17,42,483,-99.0,-99.0,-99.0,176,145.6,40,28,72,0,0,22,53,1,5,221,0,5.2,4.2,4.2,3.9,0.0,0.0,2.8,3.9,12.0,9.0,0.0,73,6,246,82,161,27,24,38,3,1,12,30,1,9,148,3,48.0,38.4,28.3,16.4,48.0,407.0,29.0,26.9,92.0,133.9,25.7,2,0,7,18,0,11,136,0,0,50,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,6,14,10,4,3,42,0,40,0,1,23,0,2,125,208.75,92.1,197.0,20.0,65.42857143,0,15.6,0.0,364.0,205.83333330000002,0.0,52.5,289.25,119.1,242.5,20.0,78.42857143,0.0,15.6,0.0,455.0,275.8333333,0.0,126.0,73150
374,2013,GRAYS HARBOR,5008,2520,8788,19304,35620,5086,2661,10626,19207,37580,0,0,0,0,0,0,0,0,0,9,739,1,670,484,478,1,21,129,0,0,6,0,1,2,6,3046,1,1139,21,543,1839,4728,262,58,0,0,0,0,0,0,0,0,0,0,0,0,373,1,150,85,258,1,7,31,0,1732,0,1,0,2,1,2,2,17,624,3465,142,36,63,149,2,12.0,39,157,6,45,473,-99.0,-99.0,-99.0,176,139.0,41,27,68,0,0,19,67,3,7,232,0,4.0,4.0,5.3,3.9,0.0,0.0,2.4,3.4,6.7,7.9,0.0,66,6,468,89,161,40,18,24,2,2,6,23,10,10,138,3,31.1,31.7,22.5,16.3,25.5,227.0,23.8,25.8,42.7,57.2,31.0,0,0,0,0,0,0,0,0,0,0,0,0,44,27,15,24,0,0,12,67,0,0,0,0,1,0,0,64,254,0,0,1,9,6,4,16,8,1,1,50,0,27,0,4,17,0,2,110,374.0,134.3,30.0,364.0,152.5714286,0,17.0,0.0,140.66666669999998,136.33333330000002,0.0,210.0,404.3333333,163.1,30.0,455.0,177.5714286,0.0,17.0,0.0,171.0,216.0,0.0,262.5,73200
375,2014,GRAYS HARBOR,4975,2488,8769,19387,35619,5043,2619,10638,19381,37681,0,0,0,0,0,0,0,0,0,9,895,0,552,421,442,1,34,136,0,0,9,0,1,3,5,2692,9,1299,33,543,1642,4534,255,87,0,0,0,0,0,0,0,0,0,0,0,6,439,0,102,83,222,0,9,40,0,1296,0,1,0,1,0,2,9,20,498,2920,138,54,67,147,3,12.0,48,142,9,51,479,-99.0,-99.0,-99.0,176,145.0,37,26,100,0,0,22,72,0,2,259,0,4.6,4.3,4.9,4.6,0.0,0.0,2.9,3.8,0.0,6.5,0.0,57,7,717,91,155,28,17,12,1,0,14,44,4,15,135,0,34.4,35.5,40.5,14.5,54.0,0.0,34.8,31.3,52.1,56.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,7,29,0,0,7,62,0,0,0,1,0,0,0,23,170,0,1,0,6,3,5,9,3,1,0,33,0,14,0,2,8,0,7,68,106.0,210.5,105.0,0.0,132.2,0,154.6,0.0,30.0,178.2,0.0,840.0,106.0,250.4,252.0,0.0,149.0,0.0,191.0,0.0,30.0,222.2,0.0,1004.5,73300
376,2015,GRAYS HARBOR,4948,2491,8586,19411,35437,5001,2616,10523,19533,37673,0,0,0,0,0,0,0,0,0,6,1020,1,604,492,514,0,29,122,0,0,8,0,1,0,5,2800,5,1496,38,643,1630,4939,345,119,0,0,0,0,0,0,0,0,0,0,0,2,491,0,99,106,306,0,4,19,0,1179,0,4,0,1,0,0,4,18,501,2988,201,53,79,161,3,5.0,48,137,15,33,481,-99.0,-99.0,-99.0,82,150.0,34,20,71,0,0,13,61,1,4,204,0,4.9,4.9,6.6,5.4,0.0,0.0,4.2,3.8,3.0,9.0,0.0,70,16,807,81,167,28,14,24,0,1,14,20,4,23,128,0,50.4,43.9,32.6,22.5,0.0,480.0,27.6,24.4,37.6,74.2,0.0,0,0,0,0,0,0,0,0,0,0,0,1,35,5,5,20,0,0,11,81,0,0,0,0,2,0,0,35,198,1,2,0,8,1,2,9,6,2,2,31,0,12,0,2,7,0,7,69,295.0,159.1,30.0,30.0,85.8,0,15.5,0.0,14.0,280.6666667,0.0,606.6666667000001,365.0,172.0,30.0,30.0,85.8,0.0,15.5,0.0,14.0,348.3333333,0.0,606.6666667000001,73110
377,2016,GRAYS HARBOR,4960,2500,8185,19471,35117,4989,2622,10316,19776,37703,0,0,0,0,0,0,0,0,0,16,917,0,418,457,436,2,39,157,0,0,6,0,3,0,16,2483,1,1421,24,536,1527,4440,338,83,0,0,0,0,0,0,0,0,0,0,0,5,406,0,75,93,247,0,6,44,0,1052,0,2,0,2,0,5,1,11,532,2687,181,25,87,197,3,15.0,63,127,7,57,556,-99.0,-99.0,-99.0,82,142.67,38,16,92,0,0,13,42,0,0,201,0,5.2,4.2,3.7,4.3,0.0,0.0,2.1,3.8,0.0,0.0,0.0,81,2,774,69,152,30,16,42,1,2,12,24,4,14,145,0,38.0,39.4,32.2,33.8,72.0,207.4,27.8,34.4,47.9,57.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,34,7,8,12,0,1,7,34,0,0,0,0,5,0,0,30,140,1,1,0,5,1,6,6,4,1,2,31,0,20,0,2,9,0,5,74,45.0,71.6,30.0,15.0,121.0,0,45.0,0.0,30.0,30.0,0.0,15.0,94.0,102.2,30.0,15.0,187.8,0.0,45.0,0.0,30.0,30.0,0.0,15.0,72820
