RETAILERS,,,
License Number,Reporting Period, Total Sales , Excise Tax Due 
424647,7/1/2017 - 7/31/2017," $122,343 "," $45,267 "
414995,7/1/2017 - 7/31/2017," $77,919 "," $28,830 "
422037,7/1/2017 - 7/31/2017," $83,682 "," $30,962 "
421707,7/1/2017 - 7/31/2017," $126,685 "," $46,874 "
412466,7/1/2017 - 7/31/2017," $115,347 "," $42,679 "
417511,7/1/2017 - 7/31/2017," $71,733 "," $26,541 "
414398,7/1/2017 - 7/31/2017," $244,916 "," $90,619 "
414959,7/1/2017 - 7/31/2017," $23,113 "," $8,552 "
414449,7/1/2017 - 7/31/2017," $584,344 "," $216,207 "
353928,7/1/2017 - 7/31/2017," $97,628 "," $36,122 "
415488,7/1/2017 - 7/31/2017," $175,388 "," $64,894 "
RETAILERS PERIOD TOTAL,7/1/2017 - 7/31/2017," $80,762,210 "," $29,882,018 "
414884,8/1/2017 - 8/31/2017," $230,922 "," $85,441 "
423413,8/1/2017 - 8/31/2017," $536,698 "," $198,578 "
415470,8/1/2017 - 8/31/2017," $240,119 "," $88,844 "
422239,8/1/2017 - 8/31/2017," $57,717 "," $21,355 "
413314,8/1/2017 - 8/31/2017," $174,092 "," $64,414 "
423775,8/1/2017 - 8/31/2017," $81,983 "," $30,334 "
84154,8/1/2017 - 8/31/2017," $232,634 "," $86,075 "
413310,8/1/2017 - 8/31/2017, $14 , $5 
423784,8/1/2017 - 8/31/2017," $257,628 "," $95,323 "
424848,8/1/2017 - 8/31/2017," $317,488 "," $117,471 "
415083,8/1/2017 - 8/31/2017," $805,015 "," $297,856 "
415526,8/1/2017 - 8/31/2017," $302,775 "," $112,027 "
414550,8/1/2017 - 8/31/2017," $144,151 "," $53,336 "
414733,8/1/2017 - 8/31/2017," $385,411 "," $142,602 "
413586,8/1/2017 - 8/31/2017," $117,650 "," $43,531 "
413700,8/1/2017 - 8/31/2017," $13,148 "," $4,865 "
421562,8/1/2017 - 8/31/2017," $274,327 "," $101,501 "
421757,8/1/2017 - 8/31/2017," $169,669 "," $62,778 "
421491,8/1/2017 - 8/31/2017," $87,921 "," $32,531 "
413821,8/1/2017 - 8/31/2017," $70,328 "," $26,021 "
414814,8/1/2017 - 8/31/2017," $83,821 "," $31,014 "
414441,8/1/2017 - 8/31/2017," $213,130 "," $78,858 "
414225,8/1/2017 - 8/31/2017," $255,482 "," $94,528 "
415486,8/1/2017 - 8/31/2017," $141,008 "," $52,173 "
422954,8/1/2017 - 8/31/2017," $47,716 "," $17,655 "
410332,8/1/2017 - 8/31/2017," $275,649 "," $101,990 "
421652,8/1/2017 - 8/31/2017," $93,149 "," $34,465 "
421110,8/1/2017 - 8/31/2017," $285,602 "," $105,673 "
422447,8/1/2017 - 8/31/2017," $416,371 "," $154,057 "
413530,8/1/2017 - 8/31/2017," $37,276 "," $13,792 "
414558,8/1/2017 - 8/31/2017," $31,851 "," $11,785 "
420478,8/1/2017 - 8/31/2017," $113,097 "," $41,846 "
415253,8/1/2017 - 8/31/2017," $526,867 "," $194,941 "
421709,8/1/2017 - 8/31/2017," $112,508 "," $41,628 "
422202,8/1/2017 - 8/31/2017," $71,757 "," $26,550 "
413802,8/1/2017 - 8/31/2017," $92,307 "," $34,154 "
413901,8/1/2017 - 8/31/2017," $216,908 "," $80,256 "
422332,8/1/2017 - 8/31/2017," $138,536 "," $51,258 "
421568,8/1/2017 - 8/31/2017," $181,398 "," $67,117 "
410831,8/1/2017 - 8/31/2017," $382,544 "," $141,541 "
415361,8/1/2017 - 8/31/2017," $80,817 "," $29,902 "
422781,8/1/2017 - 8/31/2017," $23,942 "," $8,859 "
422792,8/1/2017 - 8/31/2017," $15,217 "," $5,630 "
415504,8/1/2017 - 8/31/2017," $578,910 "," $214,197 "
72437,8/1/2017 - 8/31/2017, $7 , $3 
415203,8/1/2017 - 8/31/2017," $197,982 "," $73,253 "
413893,8/1/2017 - 8/31/2017," $292,442 "," $108,203 "
420661,8/1/2017 - 8/31/2017," $115,781 "," $42,839 "
421642,8/1/2017 - 8/31/2017," $168,133 "," $62,209 "
421005,8/1/2017 - 8/31/2017," $236,256 "," $87,415 "
424057,8/1/2017 - 8/31/2017," $176,450 "," $65,286 "
414211,8/1/2017 - 8/31/2017," $430,950 "," $159,452 "
82587,8/1/2017 - 8/31/2017," $517,040 "," $191,305 "
360307,8/1/2017 - 8/31/2017," $454,034 "," $167,993 "
415567,8/1/2017 - 8/31/2017," $237,709 "," $87,952 "
422944,8/1/2017 - 8/31/2017," $129,985 "," $48,094 "
413319,8/1/2017 - 8/31/2017," $215,686 "," $79,804 "
420123,8/1/2017 - 8/31/2017," $93,656 "," $34,653 "
414970,8/1/2017 - 8/31/2017," $239,736 "," $88,702 "
423542,8/1/2017 - 8/31/2017," $74,323 "," $27,499 "
421083,8/1/2017 - 8/31/2017," $74,181 "," $27,447 "
421630,8/1/2017 - 8/31/2017," $125,092 "," $46,284 "
402780,8/1/2017 - 8/31/2017," $121,204 "," $44,846 "
422466,8/1/2017 - 8/31/2017," $36,912 "," $13,657 "
422992,8/1/2017 - 8/31/2017," $256,052 "," $94,739 "
415575,8/1/2017 - 8/31/2017," $164,554 "," $60,885 "
413366,8/1/2017 - 8/31/2017," $150,591 "," $55,719 "
414060,8/1/2017 - 8/31/2017," $241,528 "," $89,365 "
424599,8/1/2017 - 8/31/2017," $18,314 "," $6,776 "
421813,8/1/2017 - 8/31/2017," $80,443 "," $29,764 "
421507,8/1/2017 - 8/31/2017," $37,105 "," $13,729 "
415094,8/1/2017 - 8/31/2017," $336,490 "," $124,501 "
413819,8/1/2017 - 8/31/2017," $409,712 "," $151,593 "
413492,8/1/2017 - 8/31/2017," $114,179 "," $42,246 "
413940,8/1/2017 - 8/31/2017," $244,749 "," $90,557 "
423096,8/1/2017 - 8/31/2017," $129,696 "," $47,987 "
414817,8/1/2017 - 8/31/2017," $444,936 "," $164,626 "
413358,8/1/2017 - 8/31/2017," $1,180,044 "," $436,616 "
413803,8/1/2017 - 8/31/2017," $281,550 "," $104,173 "
414491,8/1/2017 - 8/31/2017," $377,693 "," $139,747 "
413729,8/1/2017 - 8/31/2017," $96,755 "," $35,799 "
422234,8/1/2017 - 8/31/2017," $77,659 "," $28,734 "
422097,8/1/2017 - 8/31/2017," $8,194 "," $3,032 "
413529,8/1/2017 - 8/31/2017," $51,855 "," $19,186 "
423571,8/1/2017 - 8/31/2017," $178,525 "," $66,054 "
414503,8/1/2017 - 8/31/2017," $261,786 "," $96,861 "
413374,8/1/2017 - 8/31/2017," $227,517 "," $84,181 "
423754,8/1/2017 - 8/31/2017," $293,062 "," $108,433 "
423036,8/1/2017 - 8/31/2017," $53,128 "," $19,657 "
414174,8/1/2017 - 8/31/2017," $292,171 "," $108,103 "
414569,8/1/2017 - 8/31/2017," $244,160 "," $90,339 "
420908,8/1/2017 - 8/31/2017," $72,398 "," $26,787 "
420416,8/1/2017 - 8/31/2017," $43,675 "," $16,160 "
414841,8/1/2017 - 8/31/2017," $443,318 "," $164,028 "
413363,8/1/2017 - 8/31/2017," $393,258 "," $145,505 "
414495,8/1/2017 - 8/31/2017," $214,670 "," $79,428 "
84130,8/1/2017 - 8/31/2017," $19,356 "," $7,162 "
415064,8/1/2017 - 8/31/2017," $73,517 "," $27,201 "
414714,8/1/2017 - 8/31/2017," $847,560 "," $313,597 "
424747,8/1/2017 - 8/31/2017," $471,258 "," $174,365 "
415211,8/1/2017 - 8/31/2017," $248,407 "," $91,911 "
79720,8/1/2017 - 8/31/2017," $105,323 "," $38,969 "
421738,8/1/2017 - 8/31/2017," $161,483 "," $59,749 "
422055,8/1/2017 - 8/31/2017," $169,819 "," $62,833 "
422049,8/1/2017 - 8/31/2017," $223,955 "," $82,863 "
414803,8/1/2017 - 8/31/2017," $30,691 "," $11,356 "
414280,8/1/2017 - 8/31/2017," $160,719 "," $59,466 "
422777,8/1/2017 - 8/31/2017," $34,034 "," $12,593 "
421708,8/1/2017 - 8/31/2017," $310,964 "," $115,057 "
415031,8/1/2017 - 8/31/2017," $195,236 "," $72,237 "
415032,8/1/2017 - 8/31/2017," $31,867 "," $11,791 "
412922,8/1/2017 - 8/31/2017," $153,599 "," $56,832 "
413558,8/1/2017 - 8/31/2017," $536,723 "," $198,588 "
415539,8/1/2017 - 8/31/2017," $59,510 "," $22,019 "
422168,8/1/2017 - 8/31/2017," $129,977 "," $48,091 "
414292,8/1/2017 - 8/31/2017," $88,866 "," $32,880 "
415294,8/1/2017 - 8/31/2017," $61,345 "," $22,698 "
414785,8/1/2017 - 8/31/2017," $187,712 "," $69,454 "
413737,8/1/2017 - 8/31/2017," $76,600 "," $28,342 "
412923,8/1/2017 - 8/31/2017," $609,739 "," $225,603 "
422570,8/1/2017 - 8/31/2017," $158,924 "," $58,802 "
414450,8/1/2017 - 8/31/2017," $24,821 "," $9,184 "
350641,8/1/2017 - 8/31/2017," $42,573 "," $15,752 "
414761,8/1/2017 - 8/31/2017," $88,610 "," $32,786 "
415130,8/1/2017 - 8/31/2017," $222,868 "," $82,461 "
421667,8/1/2017 - 8/31/2017," $75,470 "," $27,924 "
416540,8/1/2017 - 8/31/2017," $214,893 "," $79,510 "
413886,8/1/2017 - 8/31/2017," $218,823 "," $80,964 "
414918,8/1/2017 - 8/31/2017," $93,368 "," $34,546 "
414755,8/1/2017 - 8/31/2017," $85,338 "," $31,575 "
414573,8/1/2017 - 8/31/2017," $26,316 "," $9,737 "
413798,8/1/2017 - 8/31/2017," $138,869 "," $51,382 "
422525,8/1/2017 - 8/31/2017," $32,743 "," $12,115 "
422504,8/1/2017 - 8/31/2017," $128,750 "," $47,638 "
410798,8/1/2017 - 8/31/2017," $160,396 "," $59,347 "
413801,8/1/2017 - 8/31/2017," $58,275 "," $21,562 "
425068,8/1/2017 - 8/31/2017," $163,022 "," $60,318 "
421777,8/1/2017 - 8/31/2017," $329,283 "," $121,835 "
81400,8/1/2017 - 8/31/2017," $113,111 "," $41,851 "
421759,8/1/2017 - 8/31/2017," $117,989 "," $43,656 "
421650,8/1/2017 - 8/31/2017," $20,937 "," $7,747 "
420793,8/1/2017 - 8/31/2017," $103,661 "," $38,355 "
422572,8/1/2017 - 8/31/2017," $1,164,346 "," $430,808 "
422655,8/1/2017 - 8/31/2017," $65,170 "," $24,113 "
414356,8/1/2017 - 8/31/2017," $212,706 "," $78,701 "
422103,8/1/2017 - 8/31/2017," $197,892 "," $73,220 "
420898,8/1/2017 - 8/31/2017," $184,283 "," $68,185 "
415112,8/1/2017 - 8/31/2017," $535,882 "," $198,276 "
414295,8/1/2017 - 8/31/2017," $781,985 "," $289,334 "
414298,8/1/2017 - 8/31/2017," $63,283 "," $23,415 "
413541,8/1/2017 - 8/31/2017," $223,064 "," $82,534 "
413428,8/1/2017 - 8/31/2017," $63,319 "," $23,428 "
415124,8/1/2017 - 8/31/2017," $92,874 "," $34,363 "
421900,8/1/2017 - 8/31/2017," $289,355 "," $107,061 "
354876,8/1/2017 - 8/31/2017," $288,124 "," $106,606 "
424273,8/1/2017 - 8/31/2017," $33,170 "," $12,273 "
415333,8/1/2017 - 8/31/2017," $513,666 "," $190,056 "
423379,8/1/2017 - 8/31/2017," $1,087,578 "," $402,404 "
421409,8/1/2017 - 8/31/2017," $301,527 "," $111,565 "
402039,8/1/2017 - 8/31/2017," $310,985 "," $115,064 "
421918,8/1/2017 - 8/31/2017," $22,106 "," $8,179 "
411970,8/1/2017 - 8/31/2017," $138,692 "," $51,316 "
413702,8/1/2017 - 8/31/2017," $46,391 "," $17,165 "
422978,8/1/2017 - 8/31/2017," $57,666 "," $21,336 "
413683,8/1/2017 - 8/31/2017," $577,404 "," $213,640 "
420291,8/1/2017 - 8/31/2017," $472,040 "," $174,655 "
413570,8/1/2017 - 8/31/2017," $387,818 "," $143,493 "
422431,8/1/2017 - 8/31/2017," $126,689 "," $46,875 "
413550,8/1/2017 - 8/31/2017," $238,774 "," $88,346 "
413534,8/1/2017 - 8/31/2017," $186,973 "," $69,180 "
423977,8/1/2017 - 8/31/2017," $57,489 "," $21,271 "
414430,8/1/2017 - 8/31/2017," $203,532 "," $75,307 "
421702,8/1/2017 - 8/31/2017," $552,754 "," $204,519 "
423000,8/1/2017 - 8/31/2017," $257,021 "," $95,098 "
422218,8/1/2017 - 8/31/2017," $702,649 "," $259,980 "
414889,8/1/2017 - 8/31/2017," $513,699 "," $190,068 "
421350,8/1/2017 - 8/31/2017," $9,657 "," $3,573 "
413843,8/1/2017 - 8/31/2017," $175,293 "," $64,858 "
413427,8/1/2017 - 8/31/2017," $140,537 "," $51,999 "
414750,8/1/2017 - 8/31/2017," $141,145 "," $52,224 "
413727,8/1/2017 - 8/31/2017," $173,029 "," $64,021 "
414867,8/1/2017 - 8/31/2017," $773,019 "," $286,017 "
423203,8/1/2017 - 8/31/2017," $103,612 "," $38,336 "
417643,8/1/2017 - 8/31/2017," $195,697 "," $72,408 "
421168,8/1/2017 - 8/31/2017," $184,617 "," $68,308 "
422012,8/1/2017 - 8/31/2017," $74,830 "," $27,687 "
413846,8/1/2017 - 8/31/2017," $10,057 "," $3,721 "
424117,8/1/2017 - 8/31/2017," $101,265 "," $37,468 "
421359,8/1/2017 - 8/31/2017," $95,179 "," $35,216 "
420336,8/1/2017 - 8/31/2017," $194,270 "," $71,880 "
421876,8/1/2017 - 8/31/2017," $72,322 "," $26,759 "
421552,8/1/2017 - 8/31/2017," $147,108 "," $54,430 "
414520,8/1/2017 - 8/31/2017," $712,667 "," $263,687 "
416102,8/1/2017 - 8/31/2017," $196,916 "," $72,859 "
415509,8/1/2017 - 8/31/2017," $115,989 "," $42,916 "
417880,8/1/2017 - 8/31/2017," $88,484 "," $32,739 "
420741,8/1/2017 - 8/31/2017," $536,257 "," $198,415 "
415216,8/1/2017 - 8/31/2017," $259,412 "," $95,983 "
415222,8/1/2017 - 8/31/2017," $189,275 "," $70,032 "
415406,8/1/2017 - 8/31/2017," $239,315 "," $88,547 "
414243,8/1/2017 - 8/31/2017," $138,050 "," $51,079 "
414823,8/1/2017 - 8/31/2017," $506,122 "," $187,265 "
413544,8/1/2017 - 8/31/2017," $213,916 "," $79,149 "
422278,8/1/2017 - 8/31/2017," $233,076 "," $86,238 "
412370,8/1/2017 - 8/31/2017," $183,785 "," $68,000 "
415429,8/1/2017 - 8/31/2017," $115,311 "," $42,665 "
414963,8/1/2017 - 8/31/2017," $195,813 "," $72,451 "
420497,8/1/2017 - 8/31/2017," $112,268 "," $41,539 "
422442,8/1/2017 - 8/31/2017," $426,492 "," $157,802 "
414160,8/1/2017 - 8/31/2017," $141,812 "," $52,471 "
414532,8/1/2017 - 8/31/2017," $424,329 "," $157,002 "
414876,8/1/2017 - 8/31/2017," $1,490,441 "," $551,463 "
421805,8/1/2017 - 8/31/2017," $701,085 "," $259,401 "
421789,8/1/2017 - 8/31/2017," $407,747 "," $150,866 "
413414,8/1/2017 - 8/31/2017," $125,632 "," $46,484 "
414893,8/1/2017 - 8/31/2017," $198,629 "," $73,493 "
422298,8/1/2017 - 8/31/2017," $33,230 "," $12,295 "
421632,8/1/2017 - 8/31/2017," $45,185 "," $16,719 "
420400,8/1/2017 - 8/31/2017," $66,870 "," $24,742 "
419640,8/1/2017 - 8/31/2017," $146,569 "," $54,231 "
420889,8/1/2017 - 8/31/2017," $289,842 "," $107,242 "
415652,8/1/2017 - 8/31/2017," $260,173 "," $96,264 "
414864,8/1/2017 - 8/31/2017," $180,811 "," $66,900 "
417646,8/1/2017 - 8/31/2017," $157,370 "," $58,227 "
422158,8/1/2017 - 8/31/2017," $163,536 "," $60,508 "
424257,8/1/2017 - 8/31/2017," $156,843 "," $58,032 "
415037,8/1/2017 - 8/31/2017, $14 , $5 
424311,8/1/2017 - 8/31/2017," $538,653 "," $199,302 "
415325,8/1/2017 - 8/31/2017," $116,159 "," $42,979 "
415001,8/1/2017 - 8/31/2017," $191,318 "," $70,788 "
414735,8/1/2017 - 8/31/2017," $160,001 "," $59,201 "
415314,8/1/2017 - 8/31/2017," $82,173 "," $30,404 "
422796,8/1/2017 - 8/31/2017," $59,510 "," $22,019 "
424751,8/1/2017 - 8/31/2017," $535,702 "," $198,210 "
424190,8/1/2017 - 8/31/2017," $108,227 "," $40,044 "
413930,8/1/2017 - 8/31/2017," $58,003 "," $21,461 "
423390,8/1/2017 - 8/31/2017," $94,384 "," $34,922 "
414181,8/1/2017 - 8/31/2017," $208,996 "," $77,329 "
413732,8/1/2017 - 8/31/2017," $337,939 "," $125,037 "
421698,8/1/2017 - 8/31/2017," $337,426 "," $124,848 "
415658,8/1/2017 - 8/31/2017," $209,697 "," $77,588 "
422507,8/1/2017 - 8/31/2017," $61,101 "," $22,607 "
413407,8/1/2017 - 8/31/2017," $99,901 "," $36,963 "
423492,8/1/2017 - 8/31/2017," $400,748 "," $148,277 "
421490,8/1/2017 - 8/31/2017," $149,855 "," $55,446 "
413372,8/1/2017 - 8/31/2017," $311,949 "," $115,421 "
413551,8/1/2017 - 8/31/2017," $178,105 "," $65,899 "
423402,8/1/2017 - 8/31/2017," $345,016 "," $127,656 "
415348,8/1/2017 - 8/31/2017," $194,424 "," $71,937 "
422138,8/1/2017 - 8/31/2017," $76,551 "," $28,324 "
414656,8/1/2017 - 8/31/2017," $151,216 "," $55,950 "
414812,8/1/2017 - 8/31/2017," $271,883 "," $100,597 "
76189,8/1/2017 - 8/31/2017," $39,015 "," $14,436 "
423536,8/1/2017 - 8/31/2017," $238,965 "," $88,417 "
421577,8/1/2017 - 8/31/2017," $97,825 "," $36,195 "
413809,8/1/2017 - 8/31/2017," $228,923 "," $84,702 "
79013,8/1/2017 - 8/31/2017," $176,235 "," $65,207 "
420819,8/1/2017 - 8/31/2017," $154,202 "," $57,055 "
415229,8/1/2017 - 8/31/2017," $342,587 "," $126,757 "
421084,8/1/2017 - 8/31/2017," $597,935 "," $221,236 "
414574,8/1/2017 - 8/31/2017," $145,215 "," $53,730 "
415238,8/1/2017 - 8/31/2017," $170,954 "," $63,253 "
422109,8/1/2017 - 8/31/2017," $200,579 "," $74,214 "
414680,8/1/2017 - 8/31/2017," $134,992 "," $49,947 "
413479,8/1/2017 - 8/31/2017," $247,067 "," $91,415 "
423224,8/1/2017 - 8/31/2017," $150,679 "," $55,751 "
414723,8/1/2017 - 8/31/2017," $320,564 "," $118,609 "
414500,8/1/2017 - 8/31/2017," $151,481 "," $56,048 "
404933,8/1/2017 - 8/31/2017," $121,917 "," $45,109 "
414460,8/1/2017 - 8/31/2017," $36,840 "," $13,631 "
415132,8/1/2017 - 8/31/2017," $250,654 "," $92,742 "
413692,8/1/2017 - 8/31/2017," $242,756 "," $89,820 "
414740,8/1/2017 - 8/31/2017," $117,123 "," $43,336 "
413739,8/1/2017 - 8/31/2017," $582,283 "," $215,445 "
421616,8/1/2017 - 8/31/2017," $182,883 "," $67,667 "
414664,8/1/2017 - 8/31/2017," $500,619 "," $185,229 "
417114,8/1/2017 - 8/31/2017," $339,481 "," $125,608 "
422764,8/1/2017 - 8/31/2017," $176,794 "," $65,414 "
412066,8/1/2017 - 8/31/2017," $68,030 "," $25,171 "
353260,8/1/2017 - 8/31/2017," $61,096 "," $22,605 "
414780,8/1/2017 - 8/31/2017," $152,595 "," $56,460 "
414731,8/1/2017 - 8/31/2017," $476,977 "," $176,481 "
413519,8/1/2017 - 8/31/2017," $163,973 "," $60,670 "
413994,8/1/2017 - 8/31/2017," $74,901 "," $27,713 "
414749,8/1/2017 - 8/31/2017," $33,989 "," $12,576 "
425362,8/1/2017 - 8/31/2017," $120,200 "," $44,474 "
414101,8/1/2017 - 8/31/2017," $44,104 "," $16,319 "
413762,8/1/2017 - 8/31/2017," $158,892 "," $58,790 "
86823,8/1/2017 - 8/31/2017," $140,704 "," $52,061 "
422146,8/1/2017 - 8/31/2017," $337,681 "," $124,942 "
421695,8/1/2017 - 8/31/2017," $118,796 "," $43,954 "
422010,8/1/2017 - 8/31/2017," $48,471 "," $17,934 "
422350,8/1/2017 - 8/31/2017," $143,856 "," $53,227 "
414250,8/1/2017 - 8/31/2017," $18,817 "," $6,962 "
413596,8/1/2017 - 8/31/2017," $208,389 "," $77,104 "
413847,8/1/2017 - 8/31/2017," $91,776 "," $33,957 "
423829,8/1/2017 - 8/31/2017," $185,581 "," $68,665 "
415523,8/1/2017 - 8/31/2017," $84,607 "," $31,305 "
413385,8/1/2017 - 8/31/2017," $58,282 "," $21,565 "
422336,8/1/2017 - 8/31/2017," $291,290 "," $107,777 "
422460,8/1/2017 - 8/31/2017," $13,911 "," $5,147 "
414002,8/1/2017 - 8/31/2017," $153,650 "," $56,851 "
415198,8/1/2017 - 8/31/2017," $286,301 "," $105,932 "
424473,8/1/2017 - 8/31/2017," $71,796 "," $26,565 "
420894,8/1/2017 - 8/31/2017," $82,868 "," $30,661 "
421335,8/1/2017 - 8/31/2017," $259,035 "," $95,843 "
421069,8/1/2017 - 8/31/2017," $197,314 "," $73,006 "
415645,8/1/2017 - 8/31/2017," $202,319 "," $74,858 "
413426,8/1/2017 - 8/31/2017," $286,123 "," $105,865 "
421261,8/1/2017 - 8/31/2017," $115,776 "," $42,837 "
353993,8/1/2017 - 8/31/2017," $30,492 "," $11,282 "
413897,8/1/2017 - 8/31/2017," $98,936 "," $36,606 "
423372,8/1/2017 - 8/31/2017," $263,261 "," $97,407 "
413791,8/1/2017 - 8/31/2017," $363,223 "," $134,393 "
400772,8/1/2017 - 8/31/2017," $169,067 "," $62,555 "
413813,8/1/2017 - 8/31/2017," $258,642 "," $95,698 "
413258,8/1/2017 - 8/31/2017," $341,395 "," $126,316 "
413420,8/1/2017 - 8/31/2017," $453,677 "," $167,860 "
424877,8/1/2017 - 8/31/2017," $46,703 "," $17,280 "
422658,8/1/2017 - 8/31/2017," $34,726 "," $12,849 "
415410,8/1/2017 - 8/31/2017," $261,311 "," $96,685 "
412490,8/1/2017 - 8/31/2017," $315,865 "," $116,870 "
86054,8/1/2017 - 8/31/2017," $63,533 "," $23,507 "
414958,8/1/2017 - 8/31/2017," $129,266 "," $47,829 "
420934,8/1/2017 - 8/31/2017," $93,166 "," $34,471 "
413481,8/1/2017 - 8/31/2017," $242,753 "," $89,818 "
413600,8/1/2017 - 8/31/2017," $96,884 "," $35,847 "
415484,8/1/2017 - 8/31/2017," $68,066 "," $25,184 "
423634,8/1/2017 - 8/31/2017," $212,589 "," $78,658 "
413848,8/1/2017 - 8/31/2017," $587,068 "," $217,215 "
71368,8/1/2017 - 8/31/2017," $424,655 "," $157,122 "
84045,8/1/2017 - 8/31/2017," $475,588 "," $175,968 "
412921,8/1/2017 - 8/31/2017," $186,281 "," $68,924 "
414065,8/1/2017 - 8/31/2017," $197,440 "," $73,053 "
420801,8/1/2017 - 8/31/2017," $153,148 "," $56,665 "
413677,8/1/2017 - 8/31/2017," $131,138 "," $48,521 "
420389,8/1/2017 - 8/31/2017," $264,280 "," $97,784 "
76458,8/1/2017 - 8/31/2017," $69,600 "," $25,752 "
415513,8/1/2017 - 8/31/2017," $105,607 "," $39,075 "
415517,8/1/2017 - 8/31/2017," $208,143 "," $77,013 "
415507,8/1/2017 - 8/31/2017," $218,605 "," $80,884 "
414539,8/1/2017 - 8/31/2017," $4,553 "," $1,685 "
415303,8/1/2017 - 8/31/2017," $125,550 "," $46,454 "
414983,8/1/2017 - 8/31/2017," $423,432 "," $156,670 "
420800,8/1/2017 - 8/31/2017," $48,804 "," $18,058 "
413870,8/1/2017 - 8/31/2017," $147,944 "," $54,739 "
414216,8/1/2017 - 8/31/2017," $19,996 "," $7,399 "
415343,8/1/2017 - 8/31/2017," $92,821 "," $34,344 "
414470,8/1/2017 - 8/31/2017," $246,111 "," $91,061 "
413773,8/1/2017 - 8/31/2017," $188,737 "," $69,833 "
422817,8/1/2017 - 8/31/2017," $58,562 "," $21,668 "
412494,8/1/2017 - 8/31/2017," $651,661 "," $241,115 "
414716,8/1/2017 - 8/31/2017," $226,910 "," $83,957 "
413926,8/1/2017 - 8/31/2017," $70,932 "," $26,245 "
414829,8/1/2017 - 8/31/2017," $469,263 "," $173,627 "
414712,8/1/2017 - 8/31/2017," $28,103 "," $10,398 "
414868,8/1/2017 - 8/31/2017," $346,004 "," $128,022 "
415115,8/1/2017 - 8/31/2017," $165,310 "," $61,165 "
415183,8/1/2017 - 8/31/2017," $234,827 "," $86,886 "
400209,8/1/2017 - 8/31/2017," $75,915 "," $28,089 "
417486,8/1/2017 - 8/31/2017," $136,721 "," $50,587 "
417469,8/1/2017 - 8/31/2017," $74,914 "," $27,718 "
414256,8/1/2017 - 8/31/2017," $108,662 "," $40,205 "
413369,8/1/2017 - 8/31/2017," $622,249 "," $230,232 "
414871,8/1/2017 - 8/31/2017," $215,732 "," $79,821 "
414345,8/1/2017 - 8/31/2017," $129,088 "," $47,763 "
421141,8/1/2017 - 8/31/2017," $682,888 "," $252,668 "
414533,8/1/2017 - 8/31/2017," $836,670 "," $309,568 "
421514,8/1/2017 - 8/31/2017," $327,632 "," $121,224 "
415010,8/1/2017 - 8/31/2017," $411,386 "," $152,213 "
415534,8/1/2017 - 8/31/2017," $92,730 "," $34,310 "
415445,8/1/2017 - 8/31/2017," $86,156 "," $31,878 "
415641,8/1/2017 - 8/31/2017," $190,998 "," $70,669 "
414011,8/1/2017 - 8/31/2017," $417,692 "," $154,546 "
424647,8/1/2017 - 8/31/2017," $132,248 "," $48,932 "
415148,8/1/2017 - 8/31/2017, $8 , $3 
414995,8/1/2017 - 8/31/2017," $80,330 "," $29,722 "
422037,8/1/2017 - 8/31/2017," $103,152 "," $38,166 "
421707,8/1/2017 - 8/31/2017," $144,640 "," $53,517 "
412466,8/1/2017 - 8/31/2017," $120,470 "," $44,574 "
417511,8/1/2017 - 8/31/2017," $69,333 "," $25,653 "
414398,8/1/2017 - 8/31/2017," $233,018 "," $86,217 "
414959,8/1/2017 - 8/31/2017," $21,671 "," $8,018 "
414449,8/1/2017 - 8/31/2017," $586,787 "," $217,111 "
353928,8/1/2017 - 8/31/2017," $145,532 "," $53,847 "
415488,8/1/2017 - 8/31/2017," $182,018 "," $67,347 "
RETAILERS PERIOD TOTAL,8/1/2017 - 8/31/2017," $83,198,862 "," $30,783,579 "
414884,9/1/2017 - 9/30/2017," $212,699 "," $78,699 "
423413,9/1/2017 - 9/30/2017," $565,623 "," $209,281 "
415470,9/1/2017 - 9/30/2017," $235,280 "," $87,054 "
422239,9/1/2017 - 9/30/2017," $56,270 "," $20,820 "
413314,9/1/2017 - 9/30/2017," $174,645 "," $64,619 "
423775,9/1/2017 - 9/30/2017," $79,179 "," $29,296 "
84154,9/1/2017 - 9/30/2017," $220,883 "," $81,727 "
413310,9/1/2017 - 9/30/2017, $30 , $11 
423784,9/1/2017 - 9/30/2017," $254,018 "," $93,987 "
424848,9/1/2017 - 9/30/2017," $345,475 "," $127,826 "
415083,9/1/2017 - 9/30/2017," $741,783 "," $274,460 "
415526,9/1/2017 - 9/30/2017," $316,961 "," $117,276 "
414550,9/1/2017 - 9/30/2017," $142,393 "," $52,685 "
414733,9/1/2017 - 9/30/2017," $377,407 "," $139,641 "
413586,9/1/2017 - 9/30/2017," $102,882 "," $38,066 "
413700,9/1/2017 - 9/30/2017," $9,958 "," $3,684 "
421562,9/1/2017 - 9/30/2017," $269,583 "," $99,746 "
421757,9/1/2017 - 9/30/2017," $158,742 "," $58,734 "
421491,9/1/2017 - 9/30/2017," $87,110 "," $32,231 "
413821,9/1/2017 - 9/30/2017," $70,464 "," $26,072 "
414814,9/1/2017 - 9/30/2017," $87,460 "," $32,360 "
414441,9/1/2017 - 9/30/2017," $214,223 "," $79,263 "
414225,9/1/2017 - 9/30/2017," $271,981 "," $100,633 "
