RETAILERS,,,
License Number,Reporting Period, Total Sales , Excise Tax Due 
415486,9/1/2017 - 9/30/2017," $141,881 "," $52,496 "
422954,9/1/2017 - 9/30/2017," $46,895 "," $17,351 "
410332,9/1/2017 - 9/30/2017," $257,192 "," $95,161 "
421652,9/1/2017 - 9/30/2017," $95,107 "," $35,189 "
421110,9/1/2017 - 9/30/2017," $298,663 "," $110,505 "
422447,9/1/2017 - 9/30/2017," $441,606 "," $163,394 "
413530,9/1/2017 - 9/30/2017," $33,660 "," $12,454 "
414558,9/1/2017 - 9/30/2017," $28,560 "," $10,567 "
420478,9/1/2017 - 9/30/2017," $108,256 "," $40,055 "
415253,9/1/2017 - 9/30/2017," $528,150 "," $195,415 "
421709,9/1/2017 - 9/30/2017," $112,763 "," $41,722 "
422202,9/1/2017 - 9/30/2017," $68,130 "," $25,208 "
413802,9/1/2017 - 9/30/2017," $89,184 "," $32,998 "
410831,9/1/2017 - 9/30/2017," $386,303 "," $142,932 "
422792,9/1/2017 - 9/30/2017," $24,265 "," $8,978 "
415504,9/1/2017 - 9/30/2017," $550,433 "," $203,660 "
421568,9/1/2017 - 9/30/2017," $178,613 "," $66,087 "
422332,9/1/2017 - 9/30/2017," $134,198 "," $49,653 "
415361,9/1/2017 - 9/30/2017," $86,067 "," $31,845 "
413901,9/1/2017 - 9/30/2017," $209,696 "," $77,587 "
422781,9/1/2017 - 9/30/2017," $24,550 "," $9,084 "
415203,9/1/2017 - 9/30/2017," $169,346 "," $62,658 "
72437,9/1/2017 - 9/30/2017, $6 , $2 
413893,9/1/2017 - 9/30/2017," $294,978 "," $109,142 "
420661,9/1/2017 - 9/30/2017," $108,924 "," $40,302 "
421642,9/1/2017 - 9/30/2017," $176,225 "," $65,203 "
421005,9/1/2017 - 9/30/2017," $239,892 "," $88,760 "
424057,9/1/2017 - 9/30/2017," $178,432 "," $66,020 "
414211,9/1/2017 - 9/30/2017," $448,805 "," $166,058 "
82587,9/1/2017 - 9/30/2017," $514,840 "," $190,491 "
360307,9/1/2017 - 9/30/2017," $450,847 "," $166,813 "
415567,9/1/2017 - 9/30/2017," $241,131 "," $89,219 "
422944,9/1/2017 - 9/30/2017," $138,143 "," $51,113 "
413319,9/1/2017 - 9/30/2017," $186,559 "," $69,027 "
420123,9/1/2017 - 9/30/2017," $96,233 "," $35,606 "
414970,9/1/2017 - 9/30/2017," $227,272 "," $84,091 "
423542,9/1/2017 - 9/30/2017," $96,474 "," $35,696 "
421083,9/1/2017 - 9/30/2017," $66,389 "," $24,564 "
425585,9/1/2017 - 9/30/2017, $162 , $60 
421630,9/1/2017 - 9/30/2017," $120,689 "," $44,655 "
402780,9/1/2017 - 9/30/2017," $129,356 "," $47,862 "
422466,9/1/2017 - 9/30/2017," $37,099 "," $13,727 "
422992,9/1/2017 - 9/30/2017," $244,289 "," $90,387 "
415575,9/1/2017 - 9/30/2017," $150,194 "," $55,572 "
413366,9/1/2017 - 9/30/2017," $150,343 "," $55,627 "
414060,9/1/2017 - 9/30/2017," $231,787 "," $85,761 "
424599,9/1/2017 - 9/30/2017," $19,633 "," $7,264 "
421813,9/1/2017 - 9/30/2017," $80,406 "," $29,750 "
421507,9/1/2017 - 9/30/2017," $38,548 "," $14,263 "
415094,9/1/2017 - 9/30/2017," $343,250 "," $127,002 "
425539,9/1/2017 - 9/30/2017," $238,900 "," $88,393 "
413819,9/1/2017 - 9/30/2017," $182,351 "," $67,470 "
413492,9/1/2017 - 9/30/2017," $110,711 "," $40,963 "
413940,9/1/2017 - 9/30/2017," $235,784 "," $87,240 "
423096,9/1/2017 - 9/30/2017," $144,689 "," $53,535 "
414817,9/1/2017 - 9/30/2017," $396,177 "," $146,586 "
413358,9/1/2017 - 9/30/2017," $1,150,418 "," $425,655 "
413803,9/1/2017 - 9/30/2017," $272,129 "," $100,688 "
414491,9/1/2017 - 9/30/2017," $371,868 "," $137,591 "
413729,9/1/2017 - 9/30/2017," $102,039 "," $37,754 "
422234,9/1/2017 - 9/30/2017," $71,755 "," $26,549 "
422097,9/1/2017 - 9/30/2017," $8,097 "," $2,996 "
413529,9/1/2017 - 9/30/2017," $51,426 "," $19,028 "
423571,9/1/2017 - 9/30/2017," $174,901 "," $64,714 "
414503,9/1/2017 - 9/30/2017," $257,249 "," $95,182 "
413374,9/1/2017 - 9/30/2017," $215,994 "," $79,918 "
423754,9/1/2017 - 9/30/2017," $269,042 "," $99,545 "
423036,9/1/2017 - 9/30/2017," $49,349 "," $18,259 "
414569,9/1/2017 - 9/30/2017," $241,364 "," $89,305 "
414174,9/1/2017 - 9/30/2017," $290,803 "," $107,597 "
420908,9/1/2017 - 9/30/2017," $75,718 "," $28,016 "
420416,9/1/2017 - 9/30/2017," $48,904 "," $18,095 "
414841,9/1/2017 - 9/30/2017," $422,665 "," $156,386 "
413363,9/1/2017 - 9/30/2017," $404,718 "," $149,746 "
84130,9/1/2017 - 9/30/2017," $15,702 "," $5,810 "
414495,9/1/2017 - 9/30/2017," $214,589 "," $79,398 "
415064,9/1/2017 - 9/30/2017," $65,602 "," $24,273 "
414714,9/1/2017 - 9/30/2017," $849,381 "," $314,271 "
424747,9/1/2017 - 9/30/2017," $506,991 "," $187,587 "
415211,9/1/2017 - 9/30/2017," $247,007 "," $91,393 "
79720,9/1/2017 - 9/30/2017," $110,103 "," $40,738 "
421738,9/1/2017 - 9/30/2017," $151,103 "," $55,908 "
422055,9/1/2017 - 9/30/2017," $218,838 "," $80,970 "
422049,9/1/2017 - 9/30/2017," $229,007 "," $84,733 "
422785,9/1/2017 - 9/30/2017," $20,158 "," $7,458 "
414803,9/1/2017 - 9/30/2017," $26,731 "," $9,891 "
414280,9/1/2017 - 9/30/2017," $161,455 "," $59,738 "
422777,9/1/2017 - 9/30/2017," $27,972 "," $10,350 "
421708,9/1/2017 - 9/30/2017," $318,716 "," $117,925 "
412922,9/1/2017 - 9/30/2017," $144,166 "," $53,342 "
415031,9/1/2017 - 9/30/2017," $198,980 "," $73,623 "
415032,9/1/2017 - 9/30/2017," $37,232 "," $13,776 "
413558,9/1/2017 - 9/30/2017," $483,207 "," $178,787 "
415539,9/1/2017 - 9/30/2017," $63,198 "," $23,383 "
422168,9/1/2017 - 9/30/2017," $134,033 "," $49,592 "
414292,9/1/2017 - 9/30/2017," $93,216 "," $34,490 "
415294,9/1/2017 - 9/30/2017," $61,512 "," $22,760 "
414785,9/1/2017 - 9/30/2017," $184,309 "," $68,194 "
413737,9/1/2017 - 9/30/2017," $69,484 "," $25,709 "
412923,9/1/2017 - 9/30/2017," $630,690 "," $233,355 "
422570,9/1/2017 - 9/30/2017," $174,019 "," $64,387 "
414450,9/1/2017 - 9/30/2017," $21,962 "," $8,126 "
350641,9/1/2017 - 9/30/2017," $42,809 "," $15,839 "
414761,9/1/2017 - 9/30/2017," $82,965 "," $30,697 "
415130,9/1/2017 - 9/30/2017," $210,513 "," $77,890 "
421667,9/1/2017 - 9/30/2017," $73,595 "," $27,230 "
416540,9/1/2017 - 9/30/2017," $216,645 "," $80,159 "
414918,9/1/2017 - 9/30/2017," $76,866 "," $28,441 "
413886,9/1/2017 - 9/30/2017," $199,634 "," $73,865 "
414755,9/1/2017 - 9/30/2017," $76,726 "," $28,389 "
414573,9/1/2017 - 9/30/2017," $27,540 "," $10,190 "
413798,9/1/2017 - 9/30/2017," $134,411 "," $49,732 "
420638,9/1/2017 - 9/30/2017," $2,943 "," $1,089 "
422194,9/1/2017 - 9/30/2017," $17,695 "," $6,547 "
422504,9/1/2017 - 9/30/2017," $138,463 "," $51,231 "
410798,9/1/2017 - 9/30/2017," $147,411 "," $54,542 "
413801,9/1/2017 - 9/30/2017," $52,558 "," $19,446 "
425068,9/1/2017 - 9/30/2017," $162,255 "," $60,034 "
421777,9/1/2017 - 9/30/2017," $341,458 "," $126,340 "
81400,9/1/2017 - 9/30/2017," $112,654 "," $41,682 "
421759,9/1/2017 - 9/30/2017," $122,461 "," $45,310 "
421650,9/1/2017 - 9/30/2017," $24,924 "," $9,222 "
420793,9/1/2017 - 9/30/2017," $105,878 "," $39,175 "
422572,9/1/2017 - 9/30/2017," $628,976 "," $232,721 "
422655,9/1/2017 - 9/30/2017," $15,184 "," $5,618 "
414356,9/1/2017 - 9/30/2017," $202,715 "," $75,005 "
420898,9/1/2017 - 9/30/2017," $184,460 "," $68,250 "
422103,9/1/2017 - 9/30/2017," $208,695 "," $77,217 "
415112,9/1/2017 - 9/30/2017," $613,091 "," $226,844 "
414295,9/1/2017 - 9/30/2017," $782,191 "," $289,411 "
414298,9/1/2017 - 9/30/2017," $62,501 "," $23,126 "
413541,9/1/2017 - 9/30/2017," $215,718 "," $79,816 "
413428,9/1/2017 - 9/30/2017," $68,130 "," $25,208 "
415124,9/1/2017 - 9/30/2017," $99,696 "," $36,888 "
421900,9/1/2017 - 9/30/2017," $301,491 "," $111,552 "
354876,9/1/2017 - 9/30/2017," $279,942 "," $103,579 "
424273,9/1/2017 - 9/30/2017," $22,039 "," $8,154 "
423379,9/1/2017 - 9/30/2017," $1,036,895 "," $383,651 "
415333,9/1/2017 - 9/30/2017," $522,766 "," $193,423 "
421409,9/1/2017 - 9/30/2017," $305,933 "," $113,195 "
402039,9/1/2017 - 9/30/2017," $285,533 "," $105,647 "
421918,9/1/2017 - 9/30/2017," $21,107 "," $7,810 "
411970,9/1/2017 - 9/30/2017," $135,245 "," $50,041 "
413702,9/1/2017 - 9/30/2017," $41,004 "," $15,171 "
422978,9/1/2017 - 9/30/2017," $65,074 "," $24,077 "
413683,9/1/2017 - 9/30/2017," $563,661 "," $208,555 "
420291,9/1/2017 - 9/30/2017," $415,835 "," $153,859 "
413570,9/1/2017 - 9/30/2017," $379,267 "," $140,329 "
422431,9/1/2017 - 9/30/2017," $133,194 "," $49,282 "
413550,9/1/2017 - 9/30/2017," $229,728 "," $84,999 "
414430,9/1/2017 - 9/30/2017," $205,941 "," $76,198 "
413534,9/1/2017 - 9/30/2017," $180,641 "," $66,837 "
423977,9/1/2017 - 9/30/2017," $63,122 "," $23,355 "
421702,9/1/2017 - 9/30/2017," $543,354 "," $201,041 "
423000,9/1/2017 - 9/30/2017," $254,063 "," $94,003 "
422218,9/1/2017 - 9/30/2017," $662,401 "," $245,088 "
414889,9/1/2017 - 9/30/2017," $515,069 "," $190,576 "
421350,9/1/2017 - 9/30/2017," $10,959 "," $4,055 "
413843,9/1/2017 - 9/30/2017," $163,299 "," $60,421 "
413427,9/1/2017 - 9/30/2017," $144,862 "," $53,599 "
414750,9/1/2017 - 9/30/2017," $133,291 "," $49,318 "
413727,9/1/2017 - 9/30/2017," $168,803 "," $62,457 "
414867,9/1/2017 - 9/30/2017," $734,263 "," $271,677 "
423203,9/1/2017 - 9/30/2017," $92,121 "," $34,085 "
417643,9/1/2017 - 9/30/2017," $193,740 "," $71,684 "
421168,9/1/2017 - 9/30/2017," $172,091 "," $63,674 "
422012,9/1/2017 - 9/30/2017," $73,914 "," $27,348 "
413846,9/1/2017 - 9/30/2017," $10,323 "," $3,820 "
424117,9/1/2017 - 9/30/2017," $97,208 "," $35,967 "
421359,9/1/2017 - 9/30/2017," $94,977 "," $35,141 "
420336,9/1/2017 - 9/30/2017," $186,891 "," $69,150 "
421876,9/1/2017 - 9/30/2017," $66,030 "," $24,431 "
415287,9/1/2017 - 9/30/2017," $7,578 "," $2,804 "
421552,9/1/2017 - 9/30/2017," $154,633 "," $57,214 "
414520,9/1/2017 - 9/30/2017," $698,022 "," $258,268 "
416102,9/1/2017 - 9/30/2017," $207,712 "," $76,853 "
415509,9/1/2017 - 9/30/2017," $116,144 "," $42,973 "
417880,9/1/2017 - 9/30/2017," $88,807 "," $32,859 "
420741,9/1/2017 - 9/30/2017," $556,714 "," $205,984 "
415406,9/1/2017 - 9/30/2017," $244,609 "," $90,505 "
415216,9/1/2017 - 9/30/2017," $257,526 "," $95,285 "
415222,9/1/2017 - 9/30/2017," $185,980 "," $68,813 "
414243,9/1/2017 - 9/30/2017," $132,982 "," $49,203 "
414823,9/1/2017 - 9/30/2017," $521,669 "," $193,018 "
413544,9/1/2017 - 9/30/2017," $214,869 "," $79,502 "
422278,9/1/2017 - 9/30/2017," $241,358 "," $89,302 "
412370,9/1/2017 - 9/30/2017," $175,791 "," $65,042 "
414963,9/1/2017 - 9/30/2017," $193,837 "," $71,720 "
415429,9/1/2017 - 9/30/2017," $110,955 "," $41,054 "
420497,9/1/2017 - 9/30/2017," $112,776 "," $41,727 "
422442,9/1/2017 - 9/30/2017," $402,751 "," $149,018 "
414532,9/1/2017 - 9/30/2017," $431,119 "," $159,514 "
414160,9/1/2017 - 9/30/2017," $154,579 "," $57,194 "
414876,9/1/2017 - 9/30/2017," $1,508,413 "," $558,113 "
421805,9/1/2017 - 9/30/2017," $702,094 "," $259,775 "
421789,9/1/2017 - 9/30/2017," $398,751 "," $147,538 "
413414,9/1/2017 - 9/30/2017," $130,669 "," $48,348 "
414893,9/1/2017 - 9/30/2017," $199,918 "," $73,969 "
422298,9/1/2017 - 9/30/2017," $31,790 "," $11,762 "
421632,9/1/2017 - 9/30/2017," $40,853 "," $15,116 "
419640,9/1/2017 - 9/30/2017," $144,577 "," $53,494 "
420400,9/1/2017 - 9/30/2017," $65,698 "," $24,308 "
420889,9/1/2017 - 9/30/2017," $301,739 "," $111,643 "
415652,9/1/2017 - 9/30/2017," $281,644 "," $104,208 "
414864,9/1/2017 - 9/30/2017," $177,949 "," $65,841 "
417646,9/1/2017 - 9/30/2017," $160,827 "," $59,506 "
422158,9/1/2017 - 9/30/2017," $149,492 "," $55,312 "
424257,9/1/2017 - 9/30/2017," $169,864 "," $62,850 "
424311,9/1/2017 - 9/30/2017," $549,867 "," $203,451 "
415325,9/1/2017 - 9/30/2017," $102,199 "," $37,814 "
415001,9/1/2017 - 9/30/2017," $189,558 "," $70,136 "
414735,9/1/2017 - 9/30/2017," $153,651 "," $56,851 "
415314,9/1/2017 - 9/30/2017," $84,858 "," $31,397 "
422796,9/1/2017 - 9/30/2017," $57,774 "," $21,376 "
424751,9/1/2017 - 9/30/2017," $547,785 "," $202,680 "
424190,9/1/2017 - 9/30/2017," $107,856 "," $39,907 "
413930,9/1/2017 - 9/30/2017," $52,855 "," $19,556 "
423390,9/1/2017 - 9/30/2017," $97,828 "," $36,196 "
414181,9/1/2017 - 9/30/2017," $229,699 "," $84,989 "
413732,9/1/2017 - 9/30/2017," $324,489 "," $120,061 "
421698,9/1/2017 - 9/30/2017," $347,184 "," $128,458 "
415658,9/1/2017 - 9/30/2017," $195,601 "," $72,373 "
422507,9/1/2017 - 9/30/2017," $66,240 "," $24,509 "
413407,9/1/2017 - 9/30/2017," $96,357 "," $35,652 "
423492,9/1/2017 - 9/30/2017," $419,306 "," $155,143 "
421490,9/1/2017 - 9/30/2017," $143,098 "," $52,946 "
413812,9/1/2017 - 9/30/2017," $49,359 "," $18,263 "
413372,9/1/2017 - 9/30/2017," $301,220 "," $111,451 "
413551,9/1/2017 - 9/30/2017," $164,511 "," $60,869 "
423402,9/1/2017 - 9/30/2017," $346,612 "," $128,246 "
415348,9/1/2017 - 9/30/2017," $183,088 "," $67,743 "
422138,9/1/2017 - 9/30/2017," $72,796 "," $26,935 "
414656,9/1/2017 - 9/30/2017," $146,322 "," $54,139 "
414812,9/1/2017 - 9/30/2017," $252,428 "," $93,398 "
76189,9/1/2017 - 9/30/2017," $36,882 "," $13,646 "
423536,9/1/2017 - 9/30/2017," $245,637 "," $90,886 "
421577,9/1/2017 - 9/30/2017," $117,776 "," $43,577 "
413809,9/1/2017 - 9/30/2017," $216,076 "," $79,948 "
79013,9/1/2017 - 9/30/2017," $177,665 "," $65,736 "
420819,9/1/2017 - 9/30/2017," $140,280 "," $51,903 "
415229,9/1/2017 - 9/30/2017," $342,200 "," $126,614 "
414574,9/1/2017 - 9/30/2017," $142,567 "," $52,750 "
421084,9/1/2017 - 9/30/2017," $601,266 "," $222,468 "
415238,9/1/2017 - 9/30/2017," $159,754 "," $59,109 "
422109,9/1/2017 - 9/30/2017," $200,254 "," $74,094 "
414680,9/1/2017 - 9/30/2017," $127,613 "," $47,217 "
413479,9/1/2017 - 9/30/2017," $223,800 "," $82,806 "
423224,9/1/2017 - 9/30/2017," $157,498 "," $58,274 "
414723,9/1/2017 - 9/30/2017," $315,049 "," $116,568 "
414500,9/1/2017 - 9/30/2017," $146,828 "," $54,326 "
404933,9/1/2017 - 9/30/2017," $116,769 "," $43,205 "
414460,9/1/2017 - 9/30/2017," $29,140 "," $10,782 "
415132,9/1/2017 - 9/30/2017," $239,492 "," $88,612 "
413692,9/1/2017 - 9/30/2017," $249,163 "," $92,190 "
414740,9/1/2017 - 9/30/2017," $121,565 "," $44,979 "
413739,9/1/2017 - 9/30/2017," $562,278 "," $208,043 "
421616,9/1/2017 - 9/30/2017," $178,086 "," $65,892 "
422525,9/1/2017 - 9/30/2017," $29,066 "," $10,755 "
414664,9/1/2017 - 9/30/2017," $471,364 "," $174,405 "
417114,9/1/2017 - 9/30/2017," $402,549 "," $148,943 "
422764,9/1/2017 - 9/30/2017," $184,878 "," $68,405 "
412066,9/1/2017 - 9/30/2017," $69,572 "," $25,742 "
353260,9/1/2017 - 9/30/2017," $58,555 "," $21,665 "
414780,9/1/2017 - 9/30/2017," $135,496 "," $50,133 "
414731,9/1/2017 - 9/30/2017," $470,217 "," $173,980 "
413519,9/1/2017 - 9/30/2017," $154,987 "," $57,345 "
413994,9/1/2017 - 9/30/2017," $74,185 "," $27,449 "
414749,9/1/2017 - 9/30/2017," $37,426 "," $13,848 "
425362,9/1/2017 - 9/30/2017," $182,571 "," $67,551 "
413762,9/1/2017 - 9/30/2017," $150,609 "," $55,725 "
86823,9/1/2017 - 9/30/2017," $137,551 "," $50,894 "
422146,9/1/2017 - 9/30/2017," $308,399 "," $114,108 "
421695,9/1/2017 - 9/30/2017," $125,760 "," $46,531 "
422010,9/1/2017 - 9/30/2017," $48,563 "," $17,968 "
422350,9/1/2017 - 9/30/2017," $142,703 "," $52,800 "
413596,9/1/2017 - 9/30/2017," $171,034 "," $63,283 "
414250,9/1/2017 - 9/30/2017," $11,021 "," $4,078 "
421326,9/1/2017 - 9/30/2017," $14,992 "," $5,547 "
413847,9/1/2017 - 9/30/2017," $87,265 "," $32,288 "
423829,9/1/2017 - 9/30/2017," $205,257 "," $75,945 "
415523,9/1/2017 - 9/30/2017," $83,725 "," $30,978 "
413385,9/1/2017 - 9/30/2017," $57,258 "," $21,185 "
422336,9/1/2017 - 9/30/2017," $332,275 "," $122,942 "
422460,9/1/2017 - 9/30/2017," $16,072 "," $5,947 "
414002,9/1/2017 - 9/30/2017," $153,773 "," $56,896 "
415198,9/1/2017 - 9/30/2017," $290,566 "," $107,510 "
424473,9/1/2017 - 9/30/2017," $73,239 "," $27,098 "
420894,9/1/2017 - 9/30/2017," $88,916 "," $32,899 "
421335,9/1/2017 - 9/30/2017," $255,854 "," $94,666 "
421069,9/1/2017 - 9/30/2017," $202,175 "," $74,805 "
415645,9/1/2017 - 9/30/2017," $199,656 "," $73,873 "
413426,9/1/2017 - 9/30/2017," $311,531 "," $115,266 "
421261,9/1/2017 - 9/30/2017," $131,339 "," $48,595 "
353993,9/1/2017 - 9/30/2017," $33,880 "," $12,535 "
413897,9/1/2017 - 9/30/2017," $83,748 "," $30,987 "
423372,9/1/2017 - 9/30/2017," $245,918 "," $90,990 "
413791,9/1/2017 - 9/30/2017," $340,397 "," $125,947 "
400772,9/1/2017 - 9/30/2017," $174,110 "," $64,421 "
413813,9/1/2017 - 9/30/2017," $259,228 "," $95,914 "
413258,9/1/2017 - 9/30/2017," $331,059 "," $122,492 "
413420,9/1/2017 - 9/30/2017," $460,998 "," $170,569 "
422658,9/1/2017 - 9/30/2017," $26,259 "," $9,716 "
424877,9/1/2017 - 9/30/2017," $44,514 "," $16,470 "
415410,9/1/2017 - 9/30/2017," $252,540 "," $93,440 "
413357,9/1/2017 - 9/30/2017," $6,887 "," $2,548 "
414425,9/1/2017 - 9/30/2017," $26,590 "," $9,838 "
412490,9/1/2017 - 9/30/2017," $352,689 "," $130,495 "
86054,9/1/2017 - 9/30/2017," $60,243 "," $22,290 "
414958,9/1/2017 - 9/30/2017," $131,324 "," $48,590 "
413600,9/1/2017 - 9/30/2017," $93,398 "," $34,557 "
413481,9/1/2017 - 9/30/2017," $233,171 "," $86,273 "
420934,9/1/2017 - 9/30/2017," $93,330 "," $34,532 "
415484,9/1/2017 - 9/30/2017," $68,778 "," $25,448 "
423634,9/1/2017 - 9/30/2017," $206,752 "," $76,498 "
84045,9/1/2017 - 9/30/2017," $478,049 "," $176,878 "
413848,9/1/2017 - 9/30/2017," $582,588 "," $215,558 "
71368,9/1/2017 - 9/30/2017," $434,033 "," $160,592 "
412921,9/1/2017 - 9/30/2017," $182,575 "," $67,553 "
420389,9/1/2017 - 9/30/2017," $291,324 "," $107,790 "
421804,9/1/2017 - 9/30/2017, $14 , $5 
413677,9/1/2017 - 9/30/2017," $120,986 "," $44,765 "
420801,9/1/2017 - 9/30/2017," $136,608 "," $50,545 "
414065,9/1/2017 - 9/30/2017," $189,621 "," $70,160 "
76458,9/1/2017 - 9/30/2017," $75,620 "," $27,979 "
415507,9/1/2017 - 9/30/2017," $219,594 "," $81,250 "
415513,9/1/2017 - 9/30/2017," $109,943 "," $40,679 "
415517,9/1/2017 - 9/30/2017," $207,531 "," $76,787 "
414539,9/1/2017 - 9/30/2017," $3,442 "," $1,274 "
415303,9/1/2017 - 9/30/2017," $131,949 "," $48,821 "
414983,9/1/2017 - 9/30/2017," $424,923 "," $157,222 "
420800,9/1/2017 - 9/30/2017," $47,493 "," $17,572 "
413870,9/1/2017 - 9/30/2017," $147,417 "," $54,544 "
414216,9/1/2017 - 9/30/2017," $15,718 "," $5,815 "
415343,9/1/2017 - 9/30/2017," $91,686 "," $33,924 "
414470,9/1/2017 - 9/30/2017," $256,159 "," $94,779 "
413773,9/1/2017 - 9/30/2017," $199,376 "," $73,769 "
422817,9/1/2017 - 9/30/2017," $66,751 "," $24,698 "
412494,9/1/2017 - 9/30/2017," $684,826 "," $253,386 "
414716,9/1/2017 - 9/30/2017," $216,379 "," $80,060 "
413926,9/1/2017 - 9/30/2017," $53,508 "," $19,798 "
414829,9/1/2017 - 9/30/2017," $494,603 "," $183,003 "
414712,9/1/2017 - 9/30/2017," $26,500 "," $9,805 "
414868,9/1/2017 - 9/30/2017," $333,500 "," $123,395 "
415115,9/1/2017 - 9/30/2017," $155,161 "," $57,410 "
415183,9/1/2017 - 9/30/2017," $235,702 "," $87,210 "
400209,9/1/2017 - 9/30/2017," $69,547 "," $25,733 "
417486,9/1/2017 - 9/30/2017," $142,422 "," $52,696 "
417469,9/1/2017 - 9/30/2017," $75,939 "," $28,098 "
414256,9/1/2017 - 9/30/2017," $107,136 "," $39,640 "
413369,9/1/2017 - 9/30/2017," $574,480 "," $212,558 "
414871,9/1/2017 - 9/30/2017," $221,841 "," $82,081 "
414345,9/1/2017 - 9/30/2017," $139,070 "," $51,456 "
421141,9/1/2017 - 9/30/2017," $674,929 "," $249,724 "
414533,9/1/2017 - 9/30/2017," $804,833 "," $297,788 "
421514,9/1/2017 - 9/30/2017," $360,091 "," $133,234 "
415010,9/1/2017 - 9/30/2017," $421,799 "," $156,066 "
415534,9/1/2017 - 9/30/2017," $95,756 "," $35,430 "
415445,9/1/2017 - 9/30/2017," $82,983 "," $30,704 "
415641,9/1/2017 - 9/30/2017," $196,096 "," $72,555 "
414011,9/1/2017 - 9/30/2017," $443,578 "," $164,124 "
424647,9/1/2017 - 9/30/2017," $129,754 "," $48,009 "
414995,9/1/2017 - 9/30/2017," $83,799 "," $31,006 "
422037,9/1/2017 - 9/30/2017," $119,669 "," $44,277 "
421707,9/1/2017 - 9/30/2017," $158,827 "," $58,766 "
412466,9/1/2017 - 9/30/2017," $120,284 "," $44,505 "
423993,9/1/2017 - 9/30/2017," $61,812 "," $22,870 "
417511,9/1/2017 - 9/30/2017," $1,159 ", $429 
414398,9/1/2017 - 9/30/2017," $222,536 "," $82,338 "
414959,9/1/2017 - 9/30/2017," $20,210 "," $7,478 "
414449,9/1/2017 - 9/30/2017," $591,190 "," $218,740 "
353928,9/1/2017 - 9/30/2017," $193,848 "," $71,724 "
415488,9/1/2017 - 9/30/2017," $176,555 "," $65,325 "
RETAILERS PERIOD TOTAL,9/1/2017 - 9/30/2017," $82,328,533 "," $30,461,557 "
414884,10/1/2017 - 10/31/2017," $212,220 "," $78,521 "
423413,10/1/2017 - 10/31/2017," $560,513 "," $207,390 "
415470,10/1/2017 - 10/31/2017," $229,036 "," $84,743 "
422239,10/1/2017 - 10/31/2017," $55,873 "," $20,673 "
413314,10/1/2017 - 10/31/2017," $165,293 "," $61,158 "
423775,10/1/2017 - 10/31/2017," $78,129 "," $28,908 "
84154,10/1/2017 - 10/31/2017," $200,593 "," $74,220 "
423784,10/1/2017 - 10/31/2017," $255,942 "," $94,699 "
424848,10/1/2017 - 10/31/2017," $348,477 "," $128,936 "
415083,10/1/2017 - 10/31/2017," $722,725 "," $267,408 "
415526,10/1/2017 - 10/31/2017," $276,445 "," $102,285 "
414550,10/1/2017 - 10/31/2017," $140,812 "," $52,101 "
414733,10/1/2017 - 10/31/2017," $367,876 "," $136,114 "
413586,10/1/2017 - 10/31/2017," $101,524 "," $37,564 "
413700,10/1/2017 - 10/31/2017," $9,417 "," $3,484 "
421562,10/1/2017 - 10/31/2017," $272,251 "," $100,733 "
421757,10/1/2017 - 10/31/2017," $129,475 "," $47,906 "
421491,10/1/2017 - 10/31/2017," $85,780 "," $31,738 "
413821,10/1/2017 - 10/31/2017," $66,699 "," $24,679 "
414814,10/1/2017 - 10/31/2017," $97,682 "," $36,142 "
414441,10/1/2017 - 10/31/2017," $225,732 "," $83,521 "
414225,10/1/2017 - 10/31/2017," $244,058 "," $90,302 "
415486,10/1/2017 - 10/31/2017," $140,744 "," $52,075 "
422954,10/1/2017 - 10/31/2017," $38,191 "," $14,131 "
410332,10/1/2017 - 10/31/2017," $227,483 "," $84,169 "
421652,10/1/2017 - 10/31/2017," $83,463 "," $30,881 "
422447,10/1/2017 - 10/31/2017," $447,519 "," $165,582 "
421110,10/1/2017 - 10/31/2017," $286,782 "," $106,109 "
413530,10/1/2017 - 10/31/2017," $30,104 "," $11,139 "
414558,10/1/2017 - 10/31/2017," $28,171 "," $10,423 "
420478,10/1/2017 - 10/31/2017," $98,342 "," $36,386 "
415253,10/1/2017 - 10/31/2017," $504,098 "," $186,516 "
414103,10/1/2017 - 10/31/2017," $3,378 "," $1,250 "
421709,10/1/2017 - 10/31/2017," $105,045 "," $38,866 "
422202,10/1/2017 - 10/31/2017," $61,608 "," $22,795 "
413802,10/1/2017 - 10/31/2017," $88,636 "," $32,795 "
410831,10/1/2017 - 10/31/2017," $378,054 "," $139,880 "
421568,10/1/2017 - 10/31/2017," $177,254 "," $65,584 "
422792,10/1/2017 - 10/31/2017," $29,182 "," $10,797 "
415361,10/1/2017 - 10/31/2017," $66,890 "," $24,749 "
422781,10/1/2017 - 10/31/2017," $21,437 "," $7,932 "
