year,County,Females (Age 0-11),Females (Age 12-17),Females (Age 18-39),Females (Age >40),Total Female,Males (Age 0-11),Males (Age 12-17),Males (Age 18-39),Males (Age >40),Total Male,SRS_AG_ASSLT,SRS_ARSON,SRS_BURGLARY,SRS_MURDER,SRS_MVT,SRS_RAPE,SRS_ROBBERY,SRS_THEFT,SRS_TOTAL,NIB_ARSON,NIB_ASSAULT,NIB_BRIBERY,NIB_BURGLARY,NIB_DESTPROP,NIB_DRUGVIOL,NIB_EXTORTION,NIB_FORGERY,NIB_FSEX,NIB_GAMBVIOL,NIB_HTRFFCKNG,NIB_KIDNAP,NIB_MNSLGHTR,NIB_MURDER,NIB_NFSEX,NIB_PORN,NIB_PROPTOT,NIB_PROST,NIB_PRSNTOT,NIB_ROBBERY,NIB_SCTYTOT,NIB_THEFT,NIB_TOTAL,NIB_VIOLNCO,NIB_WEAPVIOL,ARR_AG_ASSLT,ARR_ARSON,ARR_BURGLARY,ARR_DRUG_CR,ARR_MURDER,ARR_MVT,ARR_OTHCRIME,ARR_RAPE,ARR_ROBBERY,ARR_THEFT,ARR_TOTAL,ARN_ARSON,ARN_ASSAULT,ARN_BRIBERY,ARN_BURGLARY,ARN_DESTPROP,ARN_DRUGVIOL,ARN_EXTORTION,ARN_FORGERY,ARN_FSEX,ARN_GAMBVIOL,ARN_GROUP_B,ARN_HTRFFCKNG,ARN_KIDNAP,ARN_MNSLGHTR,ARN_MURDER,ARN_NFSEX,ARN_PORN,ARN_PROST,ARN_ROBBERY,ARN_THEFT,ARN_TOTAL,ARN_VIOLNCO,ARN_WEAPVIOL,JDP_TOTALADP,JST_UNKNOWN,JRR_AG_ASSLT,JRR_ARSON,JRR_BURGLARY,JRR_DRUG_CR,JRR_MURDER,JRR_MVT,JRR_OTHFELCRIME,JRR_RAPE,JRR_ROBBERY,JRR_THEFT,JRR_TOTAL,JRN_ARSON,JRN_ASSAULT,JRN_BURGLARY,JRN_DESTPROP,JRN_DRUGVIOL,JRN_EXTORTION,JRN_FORGERY,JRN_FSEX,JRN_GROUP_B,JRN_KIDNAP,JRN_MNSLGHTR,JRN_MURDER,JRN_NFSEX,JRN_PORN,JRN_PROST,JRN_ROBBERY,JRN_THEFT,JRN_TOTAL,JRN_VIOLNCO,JRN_WEAPVIOL,JAD_DOC_ADM,JAD_NEW_ADM,JAD_READM,JAD_PAROLE_R,JAD_TOTAL,Total Population
2010,PEND OREILLE,896,611,1276,3693,6476,960,589,1193,3883,6624,16,2,140,0,39,0,0,243,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,36,0,4,238,1,0,11,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,13100
2011,PEND OREILLE,820,515,1176,3892,6403,900,529,1210,3957,6597,16,0,133,0,26,1,0,252,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,27,0,4,226,0,1,23,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,13000
2012,PEND OREILLE,800,479,1248,3935,6464,855,530,1264,3989,6636,0,0,0,0,0,0,0,0,0,0,224,0,142,129,66,0,2,9,0,0,1,0,3,0,0,626,0,302,1,89,352,1017,65,23,1,0,11,7,1,2,153,1,0,15,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,13100
2013,PEND OREILLE,804,462,1275,3957,6496,842,523,1275,4013,6654,0,0,0,0,0,0,0,0,0,2,218,0,142,149,81,0,2,8,0,0,0,1,1,0,3,660,0,299,0,114,365,1073,71,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,13150
2014,PEND OREILLE,801,445,1285,3983,6514,827,507,1297,4065,6696,0,0,0,0,0,0,0,0,0,2,203,0,135,87,81,0,0,14,0,0,1,0,0,0,1,509,0,269,1,107,284,885,51,25,0,0,0,0,0,0,0,0,0,0,0,1,79,0,3,2,28,0,0,1,0,62,0,1,0,0,0,0,0,0,25,210,7,1,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13210
2015,PEND OREILLE,792,440,1288,3999,6518,822,497,1305,4099,6722,0,0,0,0,0,0,0,0,0,1,188,0,108,76,63,0,0,15,0,0,0,0,0,0,2,412,0,234,1,86,226,732,31,21,0,0,0,0,0,0,0,0,0,0,0,1,67,0,8,7,18,0,0,1,0,50,0,2,0,0,0,0,0,0,14,180,7,5,22.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,13240
2016,PEND OREILLE,787,437,1292,4005,6521,820,487,1316,4146,6769,0,0,0,0,0,0,0,0,0,2,174,0,72,36,82,0,1,14,0,0,1,0,0,1,0,336,0,219,1,112,224,667,29,30,0,0,0,0,0,0,0,0,0,0,0,0,74,0,4,3,31,0,0,5,0,46,0,3,0,0,0,0,0,1,13,190,5,5,25.5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,6,0,0,0,1,0,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,13290
2010,PIERCE,66103,33207,123858,185803,408970,69357,34521,130067,171687,405630,2333,167,7944,26,4100,317,1075,19484,35446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,877,11,578,2160,24,89,18447,26,277,2102,24591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311.0,0,136,10,169,343,4,34,1670,9,104,703,3182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,69,19,52,97,814600
2011,PIERCE,64363,32439,121453,187521,405776,67087,33955,122155,173176,396374,2114,177,7711,23,4088,296,906,19150,34465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,826,21,598,1774,27,78,17314,54,288,2574,23554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,0,119,27,213,289,1,26,1470,11,72,686,2914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,13,22,50,802150
2012,PIERCE,64359,31478,122951,190205,408993,67346,32903,123294,175664,399207,45,2,209,0,117,5,15,566,959,164,9853,1,8721,12915,3035,33,796,753,0,0,194,2,35,94,46,53278,208,13299,886,3916,29762,70493,2368,627,666,13,486,1056,10,83,12189,17,212,2131,16863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1547.0,4,76,8,101,211,2,20,1006,19,57,547,2047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,64,20,64,89,808200
2013,PIERCE,64963,31377,123073,192786,412199,67915,32745,123419,178223,402301,0,0,0,0,0,0,0,0,0,202,10022,0,7974,12637,2773,45,794,749,0,0,180,1,24,84,57,53478,178,13267,908,3807,30918,70552,2207,799,0,0,0,0,0,0,0,0,0,0,0,22,3873,0,645,632,1337,5,130,68,0,9902,0,78,2,22,22,7,115,278,3407,21487,699,243,1150.0,6,0,0,0,0,0,0,0,0,0,0,0,11,645,112,160,268,0,2,47,436,10,0,1,6,2,2,51,592,2403,1,57,7,42,8,49,57,814500
2014,PIERCE,65671,31278,123157,195551,415657,68830,32639,123200,180974,405643,0,0,0,0,0,0,0,0,0,162,9877,0,8382,10841,3042,53,800,794,0,0,170,2,30,85,66,51110,149,13203,981,4023,29891,68336,2245,766,0,0,0,0,0,0,0,0,0,0,0,27,3909,0,646,521,1533,5,148,89,0,9164,0,70,1,24,14,7,70,298,3086,20531,711,208,1133.0,0,0,0,0,0,0,0,0,0,0,0,0,8,577,119,120,233,3,1,32,362,3,1,2,3,3,5,65,458,2024,1,28,2,55,6,46,63,821300
2015,PIERCE,66396,31421,123185,198826,419828,69473,32820,122983,185016,410292,0,0,0,0,0,0,0,0,0,164,10075,2,7276,11458,3190,58,756,854,0,0,153,1,34,80,61,50923,164,13469,918,4179,30291,68571,2272,764,0,0,0,0,0,0,0,0,0,0,0,16,3711,0,678,502,1585,2,141,104,0,8090,0,74,1,31,16,8,119,222,2933,19157,724,200,1115.0,0,0,0,0,0,0,0,0,0,0,0,0,9,572,99,122,181,0,5,31,292,1,1,3,6,1,1,35,307,1709,1,42,0,46,9,22,55,830120
2016,PIERCE,67791,31871,124670,203120,427452,70900,33268,123706,189165,417038,0,0,0,0,0,0,0,0,0,174,10205,2,6903,12452,3145,53,845,893,0,0,161,0,29,79,83,54129,114,13778,1008,4054,32692,71961,2411,712,0,0,0,0,0,0,0,0,0,0,0,30,3730,1,756,496,1447,1,118,110,0,8117,0,66,0,13,20,8,77,273,2941,19137,745,188,1171.0,0,0,0,0,0,0,0,0,0,0,0,0,4,457,78,91,194,0,2,40,255,3,0,0,8,2,7,68,283,1536,2,42,1,36,7,31,44,844490
2010,SAN JUAN,830,509,1317,5732,8389,833,554,1302,5422,8111,10,5,66,0,12,4,0,105,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,5,8,0,1,92,0,0,3,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,0,0,0,2,3,0,0,14,0,0,8,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,16500
2011,SAN JUAN,759,501,1333,5574,8168,726,478,1357,5172,7732,17,4,52,1,14,1,0,111,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,10,0,0,87,0,0,8,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,0,0,0,0,3,1,0,11,0,0,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15900
2012,SAN JUAN,724,463,1400,5600,8186,681,462,1389,5205,7739,0,0,0,0,0,0,0,0,0,0,51,0,70,63,19,0,1,6,0,0,0,0,0,0,0,294,0,77,0,19,160,390,20,0,1,0,6,3,0,0,66,2,0,7,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,15925
2013,SAN JUAN,710,460,1417,5641,8227,658,447,1400,5266,7773,0,0,0,0,0,0,0,0,0,2,65,0,69,32,11,0,0,5,0,0,1,0,0,1,0,266,0,86,2,11,161,363,14,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,3,1,4,0,0,2,0,110,0,0,0,0,0,1,0,3,10,163,1,0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,2,0,0,0,0,0,0,0,2,12,0,0,0,1,1,0,2,16000
2014,SAN JUAN,696,463,1434,5689,8282,645,448,1391,5334,7818,0,0,0,0,0,0,0,0,0,1,49,0,39,26,9,0,0,3,0,0,1,0,0,1,1,205,0,60,0,11,139,276,6,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,1,0,55,0,0,0,0,0,0,0,0,2,71,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,16100
2015,SAN JUAN,677,457,1439,5750,8322,636,436,1390,5396,7858,0,0,0,0,0,0,0,0,0,1,62,0,53,28,7,0,1,3,0,0,0,0,0,2,1,274,0,74,0,11,191,359,7,3,0,0,0,0,0,0,0,0,0,0,0,0,26,0,3,0,0,0,0,1,0,117,0,0,0,0,0,0,0,0,10,157,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,4,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,16180
2016,SAN JUAN,679,456,1442,5824,8401,626,428,1391,5474,7919,0,0,0,0,0,0,0,0,0,3,66,0,36,8,13,0,1,8,0,0,0,0,1,1,2,221,0,94,1,16,172,331,18,1,0,0,0,0,0,0,0,0,0,0,0,0,43,0,3,0,1,0,0,0,0,115,0,0,0,1,0,1,0,0,10,179,4,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,16320
2010,SKAGIT,9031,4841,15296,30922,60090,9408,5081,15880,28843,59210,148,30,1144,0,215,50,54,4605,6246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,7,144,330,0,42,2726,27,39,916,4318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.9,0,11,3,36,66,0,10,447,5,2,231,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,1,15,119300
2011,SKAGIT,8901,4667,14808,30787,59162,9101,4832,15522,28784,58238,125,24,1180,4,256,47,64,3750,5450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2,163,350,10,42,2105,29,49,959,3763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,0,7,5,46,95,0,14,341,7,5,223,743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,1,11,117400
2012,SKAGIT,8887,4452,15224,30942,59505,9054,4660,15952,28779,58445,0,0,0,0,0,0,0,0,0,29,1582,0,1257,1796,1173,3,57,79,0,0,9,0,2,7,10,7392,7,2122,47,1345,4203,10859,443,155,32,2,128,266,1,40,1666,28,25,610,2798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.0,1,3,0,16,80,0,7,257,2,1,116,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,3,2,18,117950
2013,SKAGIT,8913,4436,15292,31192,59833,9067,4604,16033,29061,58767,0,0,0,0,0,0,0,0,0,27,1464,2,1143,1590,961,1,111,66,0,0,16,2,5,6,5,7453,4,1959,64,1131,4515,10543,400,161,0,0,0,0,0,0,0,0,0,0,0,6,698,0,156,92,347,0,30,29,0,1045,0,21,5,4,0,2,1,39,1097,3837,227,38,269.0,0,0,0,0,0,0,0,0,0,0,0,0,4,92,21,27,87,0,0,3,130,0,0,0,0,0,0,1,122,494,1,6,0,7,4,1,11,118600
2014,SKAGIT,8916,4494,15318,31547,60275,9086,4601,16054,29484,59225,0,0,0,0,0,0,0,0,0,20,1334,0,982,1425,958,1,59,100,0,0,17,0,3,4,11,6501,1,1820,36,1112,3978,9433,362,142,0,0,0,0,0,0,0,0,0,0,0,6,620,0,119,88,263,1,17,34,0,911,0,17,0,0,1,2,0,33,1003,3338,200,23,238.0,0,0,0,0,0,0,0,0,0,0,0,0,2,85,15,25,65,0,0,10,141,0,0,0,0,0,0,0,87,438,3,5,0,7,3,3,10,119500
2015,SKAGIT,8897,4531,15294,32037,60758,9039,4632,16027,30163,59862,0,0,0,0,0,0,0,0,0,16,1364,0,964,2030,1165,4,95,65,0,0,20,0,3,6,5,7448,0,1842,50,1388,4289,10678,384,218,0,0,0,0,0,0,0,0,0,0,0,3,693,0,152,107,281,0,19,24,0,994,0,21,0,3,0,4,0,34,1130,3723,223,35,205.0,0,0,0,0,0,0,0,0,0,0,0,0,7,81,19,47,44,0,0,5,114,0,0,0,0,0,0,9,132,462,1,3,0,9,1,2,10,120620
2016,SKAGIT,8973,4597,15253,32745,61568,9119,4684,15971,30928,60702,0,0,0,0,0,0,0,0,0,8,1325,0,858,1653,1527,5,122,59,0,0,16,0,6,3,7,6742,0,1830,55,1764,4041,10336,421,230,0,0,0,0,0,0,0,0,0,0,0,2,679,0,151,92,390,0,23,24,0,1120,0,13,0,3,0,1,0,28,982,3782,251,23,214.0,0,0,0,0,0,0,0,0,0,0,0,0,1,63,10,28,43,0,0,4,97,0,0,3,0,1,0,4,82,343,2,5,1,13,2,4,16,122270
2010,SKAMANIA,807,473,1296,2820,5396,844,505,1318,2836,5504,8,0,45,0,20,2,0,157,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,41,0,6,347,2,0,19,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,0,0,0,0,4,0,1,24,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10900
2012,SKAMANIA,744,418,1271,3158,5592,764,449,1274,3196,5683,0,0,0,0,0,0,0,0,0,0,111,0,37,52,45,0,2,17,0,0,1,0,0,0,0,176,0,139,0,52,85,367,10,7,12,0,6,32,0,3,164,3,0,8,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,1,0,0,0,0,0,2,14,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11275
2013,SKAMANIA,736,421,1263,3189,5606,750,425,1285,3234,5694,0,0,0,0,0,0,0,0,0,0,103,0,27,37,23,0,3,10,0,0,2,0,0,0,0,148,0,133,0,25,81,306,18,2,0,0,0,0,0,0,0,0,0,0,0,0,62,0,3,5,13,0,1,7,0,61,0,2,0,0,0,0,0,0,10,171,5,2,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,13,0,0,0,1,1,0,2,11300
2014,SKAMANIA,739,417,1261,3233,5649,734,426,1291,3271,5721,0,0,0,0,0,0,0,0,0,1,86,0,26,26,19,0,2,5,0,0,1,1,0,0,1,149,0,108,3,26,91,283,15,6,0,0,0,0,0,0,0,0,0,0,0,1,50,0,0,7,18,0,1,2,0,44,0,3,0,1,0,0,0,0,9,141,2,3,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,9,0,0,0,2,1,1,3,11370
2015,SKAMANIA,727,412,1257,3285,5681,706,425,1290,3328,5749,0,0,0,0,0,0,0,0,0,1,57,0,34,17,8,0,6,12,0,0,1,0,0,0,0,163,0,82,0,13,105,258,12,5,0,0,0,0,0,0,0,0,0,0,0,1,39,0,2,4,7,0,0,2,0,40,0,1,0,0,0,0,0,0,14,116,3,3,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,8,0,2,0,2,2,2,4,11430
2016,SKAMANIA,710,408,1251,3329,5698,712,423,1287,3380,5802,0,0,0,0,0,0,0,0,0,0,62,0,21,17,12,0,1,4,0,0,1,0,0,0,0,92,1,80,0,15,53,187,13,2,0,0,0,0,0,0,0,0,0,0,0,1,32,0,0,7,11,0,0,3,0,29,0,1,0,0,0,0,1,0,7,94,0,2,28.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,1,1,1,2,11500
2010,SNOHOMISH,58745,29110,106447,160663,354964,61807,30411,112291,151626,356136,895,121,4298,11,2762,237,447,15352,24123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,20,367,1542,12,69,10070,80,143,2676,15452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1163.0,0,66,5,102,249,0,18,1448,27,50,664,2629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26,7,10,37,711100
2011,SNOHOMISH,55642,29136,103001,170419,358198,58138,30414,109302,160948,358802,707,109,4023,10,2078,153,327,13752,21159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,19,402,1442,12,76,8647,76,159,2618,13831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,0,41,10,83,266,0,16,1075,11,18,635,2155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,3,11,27,717000
2012,SNOHOMISH,54947,28087,103098,174646,360777,57406,29462,109916,165339,362123,565,84,3392,7,1817,103,341,10329,16638,21,572,1,441,496,464,0,80,40,0,0,5,1,3,12,5,2753,0,691,38,498,1676,3942,58,29,351,25,364,1256,6,84,7513,66,171,2554,12390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,997.0,1,56,14,67,210,0,18,904,11,22,561,1863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,4,18,56,722900
2013,SNOHOMISH,55139,28032,103737,177474,364381,57704,29347,110661,168406,366119,677,76,4437,6,2778,128,387,13014,21503,14,807,0,552,653,416,3,106,56,0,0,11,1,3,5,6,4001,0,979,53,470,2620,5450,96,48,332,13,405,1017,8,89,7193,49,142,2708,11956,3,488,0,62,47,226,0,19,20,0,626,0,5,1,3,3,3,1,15,371,1994,84,17,1050.0,6,50,0,44,132,0,12,773,9,26,453,1499,1,74,7,14,78,0,0,9,81,1,0,0,0,1,0,2,61,334,0,5,2,34,10,29,46,730500
2014,SNOHOMISH,55729,27917,104646,181403,369695,58193,29298,111660,172154,371305,659,76,4734,10,3096,151,338,14555,23619,15,805,0,511,579,520,1,87,71,0,0,6,0,1,6,5,4630,0,1014,46,570,3391,6214,125,45,316,17,362,1101,7,114,7198,56,123,2685,11979,0,433,0,61,58,323,0,27,25,0,543,0,2,0,1,4,1,0,16,555,2163,94,20,1028.0,0,43,0,59,141,1,11,751,10,30,364,1410,1,89,2,12,50,0,0,9,43,0,0,0,0,0,0,5,74,290,1,4,1,28,7,15,36,741000
2015,SNOHOMISH,56443,28151,106703,186496,377793,58947,29588,113863,177409,379807,601,99,3265,10,2033,127,301,11593,18029,24,1668,0,1102,1362,1007,6,253,112,0,0,22,1,5,16,15,9153,4,2151,111,1128,6295,12432,327,102,261,12,274,939,7,60,5517,39,112,1892,9113,4,866,0,111,82,543,1,37,24,0,896,0,8,0,3,4,1,1,42,993,3863,223,24,969.0,0,29,3,33,93,0,13,594,10,22,276,1073,2,156,9,20,41,0,2,7,83,0,0,2,1,2,0,2,133,469,1,8,0,36,4,22,40,757600
2016,SNOHOMISH,57444,28521,107909,191362,385237,59928,29971,115252,182472,387623,0,0,0,0,0,0,0,0,0,97,6180,1,4208,5977,4788,21,915,461,0,0,84,1,14,33,49,33434,36,8168,395,5363,21820,46965,1395,490,0,0,0,0,0,0,0,0,0,0,0,12,3378,1,471,379,2464,0,149,52,0,4321,0,35,1,12,5,1,14,119,3462,16041,971,194,901.0,0,0,0,0,0,0,0,0,0,0,0,0,1,446,48,96,203,0,2,17,207,1,0,0,2,4,0,21,304,1404,11,41,1,24,9,20,34,772860
2010,SPOKANE,35302,18540,69428,115982,239253,36817,19410,70913,103907,231047,950,59,5022,12,2818,147,526,15960,25494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,3,179,596,5,27,2756,4,30,440,4168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,0,63,6,156,292,0,35,1148,9,54,542,2305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,12,12,35,470300
2011,SPOKANE,34958,17974,70935,115359,239225,36892,18780,72679,105073,233425,927,106,5254,7,2566,128,582,16771,26341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,4,244,579,2,42,2551,5,36,685,4273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,0,62,8,83,211,1,43,923,10,31,544,1916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,8,13,472650
2012,SPOKANE,34811,18404,71037,116077,240329,36848,19139,73083,106201,235271,921,100,5962,17,2856,131,639,18489,29115,2,339,0,182,190,95,2,16,13,0,0,0,0,0,0,1,1169,0,392,18,102,759,1663,40,6,692,11,889,1065,10,235,10914,16,255,3514,17601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870.0,1,55,7,75,197,1,42,952,3,51,511,1894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,8,11,30,475600
2013,SPOKANE,35184,18410,71676,117210,242482,37291,19120,73594,107514,237518,953,80,5813,16,3154,154,640,19665,30475,1,342,0,171,221,73,0,14,8,0,0,1,0,1,0,1,1116,5,392,13,83,696,1591,40,4,466,15,509,1070,14,131,8500,18,131,2881,13735,0,36,0,7,11,32,0,0,1,0,290,0,0,0,0,0,1,0,6,32,423,5,2,897.0,3,53,3,56,154,2,41,741,0,22,385,1457,0,10,0,8,11,0,0,0,18,0,0,0,0,0,0,3,9,60,0,1,1,40,10,14,51,480000
2014,SPOKANE,35450,18475,72080,118579,244584,37655,19254,73845,109162,239916,884,95,5336,14,3043,190,537,18640,28739,1,369,0,144,220,72,0,5,19,0,0,3,0,0,0,0,1108,10,436,12,89,726,1633,45,7,405,12,413,869,24,103,6859,17,139,2374,11215,0,48,0,11,14,19,0,0,2,0,232,0,1,0,0,0,0,0,0,18,358,7,6,893.0,0,31,12,59,115,0,38,736,0,16,282,1289,0,19,0,4,2,0,0,0,15,0,0,0,0,0,0,0,17,63,2,4,0,30,6,8,36,484500
2015,SPOKANE,35563,18582,72168,119831,246144,37696,19375,73888,111208,242166,884,88,4459,17,2418,208,446,17016,25536,1,355,1,165,219,126,2,15,29,0,0,2,0,0,1,2,1167,0,431,12,134,752,1732,44,6,336,7,434,840,17,112,12307,15,116,2045,16229,0,36,0,6,7,29,0,0,3,0,183,0,1,0,0,0,0,0,2,20,295,7,1,883.0,0,41,3,65,120,0,36,728,1,14,275,1283,0,10,0,3,11,0,0,0,11,1,0,0,0,0,0,0,12,50,0,2,0,32,9,5,41,488310
2016,SPOKANE,35971,18784,72154,121176,248085,37981,19558,73865,113040,244445,704,88,2997,9,1968,166,301,12719,25043,13,3806,0,1650,3111,493,16,229,293,0,0,292,0,7,11,13,13811,4,4904,105,609,8687,19324,495,99,285,6,266,465,9,68,7553,18,57,1085,9812,2,655,0,133,167,294,0,7,12,0,789,0,8,0,3,0,0,4,19,572,2902,201,36,942.0,0,13,3,37,52,1,15,494,0,12,134,761,0,78,18,24,36,0,0,3,55,0,0,0,0,0,0,4,80,305,0,7,1,19,3,9,23,492530
